"species","Class","Order","exDiff","FemaleBM","MaleBM","FemaleAFB","MaleAFB","MS","ReprEff","CareMammals","CareAves","Dichro","weights"
"Varecia rubra","Mammalia","Primates",0.0476855953649737,3868.550718,3640.965993,2.9223819301848,3.00068446269678,"No",197.109,"female-only",NA,NA,0.759061204276566
"Phodopus sungorus","Mammalia","Rodentia",-0.0604654873837733,38.61062373,46.21028185,0.316495550992471,0.365776865160849,"No",34.5709,"female-only",NA,NA,0.647566287607174
"Arvicola amphibius","Mammalia","Rodentia",0.0874834414285226,197.3134132,255.6794563,0.744695414099932,0.757015742642026,"No",86.531704,NA,NA,NA,0.739895207796627
"Acomys cilicicus","Mammalia","Rodentia",0.174967255893974,NA,NA,NA,NA,"No",NA,NA,NA,NA,0.550241373708414
"Acomys dimidiatus","Mammalia","Rodentia",0.190510680840068,63.92256187,66.18118936,0.257357973990418,0.384394250513347,"No",47.46105,NA,NA,NA,0.595779118430441
"Equus hemionus","Mammalia","Perissodactyla",0.385864654490173,224200.4379,231209.4472,2.99520876112252,3.75578370978782,"No",NA,NA,NA,NA,0.743566855318608
"Macropus antilopinus","Mammalia","Diprotodontia",0.490941170863916,17500,37000,2.075701574,1.834360027,"No",0.9084425,"female-only",NA,NA,0.576880736237837
"Varecia variegata","Mammalia","Primates",0.0437243844029297,4008.124426,3676.297479,2.07912388774812,2.97330595482546,"No",197.109,"female-only",NA,NA,0.803838869686804
"Gerbillus perpallidus","Mammalia","Rodentia",-0.0766069452026789,NA,NA,0.56290212183436,0.572210814510609,"No",NA,NA,NA,NA,0.611389641074368
"Meriones meridianus","Mammalia","Rodentia",0.117513120707786,NA,NA,0.56974674880219,0.703901437371663,"No",NA,NA,NA,NA,0.646326350675183
"Meriones unguiculatus","Mammalia","Rodentia",0.0390196303051439,88.65251504,95.46441473,0.509240246406571,0.566187542778919,"No",55.68,"biparental",NA,NA,0.673719569676716
"Sekeetamys calurus","Mammalia","Rodentia",0.0346882560137296,96.77589998,NA,0.207529089664613,0.314305270362765,"Yes",NA,NA,NA,NA,0.567652092202835
"Apodemus argenteus","Mammalia","Rodentia",-0.0996018862533243,NA,21,0.167008898,0.1724846,NA,29.412,NA,NA,NA,0.454762748043256
"Hydromys chrysogaster","Mammalia","Rodentia",0.105866501896191,784.1156998,976.0576507,0.663107460643395,0.71731690622861,NA,196.48584,"female-only",NA,NA,0.575761210107402
"Allenopithecus nigroviridis","Mammalia","Primates",0.141096338583332,5749.071583,12654.23313,4.13169062286105,6.46652977412731,"No",NA,"female-only",NA,NA,0.584497389565201
"Camelus bactrianus","Mammalia","Artiodactyla",0.146922588591086,736408.8293,800238.5102,2.88569472963723,3.76180698151951,"No",17750,NA,NA,NA,0.832005336648926
"Lemniscomys barbarus","Mammalia","Rodentia",-0.0711700564277648,NA,42.45,0.288021902806297,0.317043121149897,NA,NA,NA,NA,NA,0.582365078491244
"Leporillus conditor","Mammalia","Rodentia",-0.0946686100961335,326.6343546,339.6620209,0.553045859000684,0.486516084873374,NA,NA,NA,NA,NA,0.629326845904498
"Micromys minutus","Mammalia","Rodentia",-0.055939372333023,NA,8.9,0.225598904859685,0.42299794661191,"No",12.051,NA,NA,NA,0.609577449531696
"Mus minutoides","Mammalia","Rodentia",-0.00266412266223623,6.5,7.1,0.136892539356605,0.14072553045859,"Yes",16.2184,NA,NA,NA,0.489363727867234
"Nilgiritragus hylocrius","Mammalia","Artiodactyla",0.284439099106677,52375.31734,97820.73963,1.9170431211499,2.03750855578371,"No",NA,NA,NA,NA,0.525258265383094
"Notomys alexis","Mammalia","Rodentia",0.0444685633836509,34.61635014,33.96298658,0.294045174537988,0.298151950718686,"No",41.16801,NA,NA,NA,0.706627844646617
"Phloeomys pallidus","Mammalia","Rodentia",0.0951670987498819,2621.8315,2311.07631,0.955509924709103,1.00232717316906,NA,NA,NA,NA,NA,0.617312581434885
"Pseudomys australis","Mammalia","Rodentia",0.174820344284778,49.28291538,53.97648865,0.405749486652977,0.205886379192334,"No",NA,NA,NA,NA,0.66044857007826
"Rupicapra rupicapra","Mammalia","Artiodactyla",0.206974538543719,28729.29381,40000,1.9958932238193,1.93839835728953,"No",2400,"female-only",NA,NA,0.645708701497177
"Cephalophus dorsalis","Mammalia","Artiodactyla",0.0648205433224927,14518.1491,13503.26776,1.7429158110883,1.44065708418891,"No",NA,"female-only",NA,NA,0.496638435466999
"Cephalophus natalensis","Mammalia","Artiodactyla",-0.16559664485828,10548.28623,10632.42635,1.56002737850787,1.71937029431896,"No",1308.1993,NA,NA,NA,0.48522729563095
"Cephalophus silvicultor","Mammalia","Artiodactyla",-0.0183298488244116,81525.7862,74720.41496,2.7460643394935,2.54620123203285,"No",2400,NA,NA,NA,0.567207457472576
"Philantomba maxwellii","Mammalia","Artiodactyla",0.189423337579455,8318.391462,7668.76037,1.30212183436003,1.44421629021218,"No",827.49,NA,NA,NA,0.530843793031627
"Philantomba monticola","Mammalia","Artiodactyla",0.0404390098834279,3982.407938,3808.612549,1.31307323750856,1.36071184120465,"No",1032,NA,NA,NA,0.596451345412672
"Addax nasomaculatus","Mammalia","Artiodactyla",0.283368384312926,105740.7317,118578.5265,2.31868583162218,2.36824093086927,"No",5600,NA,NA,NA,0.908222309664299
"Mustela sibirica","Mammalia","Carnivora",0.118094468280657,170,417,0.940177960301164,0.971937029431896,"No",NA,NA,NA,NA,0.616476903698976
"Vormela peregusna","Mammalia","Carnivora",-0.237858729185563,NA,573.9083614,1.02778918548939,1.92470910335387,"No",NA,NA,NA,NA,0.515481045445521
"Camelus dromedarius","Mammalia","Artiodactyla",0.0236133562531056,650743.8702,778484.6187,3.01245722108145,4.05913757700205,"No",25812.9165,"female-only",NA,NA,0.758426852035638
"Lama glama","Mammalia","Artiodactyla",0.115395703902874,142763.1972,156837.5629,1.88035592060233,1.99425051334702,"No",6849.996575,NA,NA,NA,0.90694330190931
"Rattus norvegicus","Mammalia","Rodentia",0.0312511322631104,311.6780773,432.277999,0.151129363449692,0.216290212183436,"No",189.326984,"female-only",NA,NA,0.895270162873568
"Didelphis virginiana","Mammalia","Didelphimorphia",0.338713037162385,1150,1650,0.503764545,0.661190965,"No",1.9935,NA,NA,NA,0.677626227818266
"Rattus rattus","Mammalia","Rodentia",0.352232598339601,343.3393344,421.5792624,0.281026694,0.306639288,"No",115.8703,NA,NA,NA,0.629728360303548
"Pseudois nayaur","Mammalia","Artiodactyla",0.173264902293662,40574.25999,57294.35056,1.95373032169747,2.04243668720055,"No",NA,NA,NA,NA,0.691491797154533
"Cephalophus niger","Mammalia","Artiodactyla",-0.236651780107478,17664.87842,17665.31716,1.25,1.25,"No",NA,NA,NA,NA,0.456348690508826
"Panthera onca","Mammalia","Carnivora",-0.056399556875809,51714.66296,65432.48691,2.89993155373032,2.68309377138946,"No",820,"female-only",NA,NA,0.799387807050163
"Peromyscus polionotus","Mammalia","Rodentia",0.00173683973663243,14.31232822,14.87529543,0.580424366872005,0.555509924709103,"Yes",15.8436,"biparental",NA,NA,0.73501406305138
"Pedetes capensis","Mammalia","Rodentia",-0.139693224901233,2668.799044,2840.588979,1.17043121149897,1.66242299794661,"No",971.1,NA,NA,NA,0.519802275649636
"Heterocephalus glaber","Mammalia","Rodentia",-0.170028861815139,57.87163292,52.28118472,1.15263518138261,1.4072553045859,"Yes",60.7705,"female-only",NA,NA,0.707439523697423
"Elephantulus rufescens","Mammalia","Macroscelidea",0.0198232652151285,45,55,0.570294318959617,0.431485284052019,"Yes",77.7192,NA,NA,NA,0.522618722741289
"Macroscelides proboscideus","Mammalia","Macroscelidea",-0.101315190775909,44.78338422,43.00505579,0.544832306639288,0.504859685147159,"Yes",NA,NA,NA,NA,0.746708878726467
"Panthera pardus","Mammalia","Carnivora",-0.0174013349521977,38089.17004,50867.97977,2.86105407255305,2.91115674195756,"No",1177,"female-only",NA,NA,0.828141306875943
"Fukomys damarensis","Mammalia","Rodentia",-0.260274255609228,168.9891217,181.8317905,1.6974674880219,2.35345653661875,"No",NA,NA,NA,NA,0.603503686006165
"Atherurus africanus","Mammalia","Rodentia",-0.030363351554899,3889.277248,3922.412711,1.61314168377823,1.56714579055442,"Yes",555.4875,NA,NA,NA,0.561549370010608
"Hystrix africaeaustralis","Mammalia","Rodentia",0.0342096514789725,16647.7445,15110.66002,1.17234770704997,1.07597535934292,"Yes",1161.34305,NA,NA,NA,0.661685723155105
"Hippotragus equinus","Mammalia","Artiodactyla",0.233022233210826,222072.5384,282287.5521,2.17494866529774,2.55222450376454,"No",17897.06,"female-only",NA,NA,0.743123472877358
"Equus zebra","Mammalia","Perissodactyla",0.148650799729376,341172.3115,327185.1917,3.34839151266256,4.4517453798768,"No",18000,"female-only",NA,NA,0.66460368840316
"Procavia capensis","Mammalia","Hyracoidea",0.097017139935816,3425.894827,3673.221886,1.38973305954825,1.61615331964408,"No",533.3596,"female-only",NA,NA,0.781426317809954
"Hystrix brachyura","Mammalia","Rodentia",-0.170297316424845,NA,NA,1,NA,"Yes",NA,NA,NA,NA,0.503272020787476
"Hystrix cristata","Mammalia","Rodentia",0.0737306504562679,16800.02029,15489.42618,1.31307323750856,0.964271047227926,"Yes",4600,"female-only",NA,NA,0.661127838799975
"Hystrix indica","Mammalia","Rodentia",0.0569500852958984,18019.60301,17506.57244,1.57289527720739,1.50527036276523,"Yes",NA,NA,NA,NA,0.739282616295101
"Coendou prehensilis","Mammalia","Rodentia",0.117042201795374,5294.998569,5453.641601,1.78069815195072,1.72046543463381,"No",452.88,NA,NA,NA,0.639481722548884
"Equus africanus","Mammalia","Perissodactyla",0.179619523559131,248259.096,252668.7399,3.28761122518823,4.61327857631759,"No",NA,"female-only",NA,NA,0.653556061489028
"Tapirus indicus","Mammalia","Perissodactyla",0.0295090550321963,336426.0777,318321.8028,3.75359342915811,3.51211498973306,"No",3424.175,NA,NA,NA,0.622146700620261
"Tapirus terrestris","Mammalia","Perissodactyla",0.013605732731589,226467.4386,192665.6136,2.80711841204654,3.05982203969884,"No",NA,NA,NA,NA,0.70481488943484
"Chaetophractus villosus","Mammalia","Cingulata",-0.00382603592054828,3482.761761,3753.485564,1.22819986310746,1.32375085557837,NA,211.2,NA,NA,NA,0.565523748352454
"Tolypeutes matacus","Mammalia","Cingulata",0.0655882643725963,1256.808693,1353.533398,1.11430527036276,1.27857631759069,"No",99,NA,NA,NA,0.613275168101754
"Lama guanicoe","Mammalia","Artiodactyla",0.298488113756026,128890.588,128187.1516,2.11526351813826,2.46050650239562,"No",6849.996575,NA,NA,NA,0.813263560825603
"Mustela erminea","Mammalia","Carnivora",-0.0347286660414437,90.45727293,136.5898968,0.868993839835729,1.93511293634497,"No",15.5365,"female-only",NA,NA,0.53260244022741
"Diceros bicornis","Mammalia","Perissodactyla",-0.00682875652401759,1220105.711,1194731.756,6.03559206023272,6.73757700205339,"No",13999.996,"female-only",NA,NA,0.637352244394574
"Dama mesopotamica","Mammalia","Artiodactyla",0.198044006041421,65622.65643,107263.3236,1.94004106776181,2.98699520876112,"No",4826.9519,"female-only",NA,NA,0.712240306658998
"Elaphodus cephalophus","Mammalia","Artiodactyla",-0.0298998112828759,20395.23692,18834.03807,1.86776180698152,1.91321013004791,"No",NA,NA,NA,NA,0.565902010801126
"Elaphurus davidianus","Mammalia","Artiodactyla",0.33666734143212,178819.1427,198101.5187,2.00136892539357,1.97837097878166,"No",12438.9375,NA,NA,NA,0.858277144951319
"Vicugna pacos","Mammalia","Artiodactyla",0.106676471507434,77346.62937,79220.39783,1.94688569472964,2.42792607802875,"No",5998.72,"female-only",NA,NA,0.859672490871909
"Vicugna vicugna","Mammalia","Artiodactyla",0.271094526550737,48301.91725,53441.67476,2.62313483915127,3.37960301163587,"No",4089.169,"female-only",NA,NA,0.731307508796753
"Muntiacus muntjak","Mammalia","Artiodactyla",0.0505625659021631,23089.91624,25044.94759,1.18247775496235,1.69089664613279,"No",2070.4086,"female-only",NA,NA,0.571911389862262
"Muntiacus reevesi","Mammalia","Artiodactyla",0.122031280538094,9968.05694,11500.99995,1.22108145106092,1.32676249144422,"No",1575,NA,NA,NA,0.804778289369974
"Cercopithecus mona","Mammalia","Primates",0.0740014631729466,3530.378565,6396.281693,NA,NA,"No",NA,NA,NA,NA,0.487892331322431
"Choloepus didactylus","Mammalia","Pilosa",-0.126207368396018,10144.98412,9272.852278,2.78713210130048,3.19753593429158,"No",356,"female-only",NA,NA,0.668536875858936
"Myrmecophaga tridactyla","Mammalia","Pilosa",-0.0402585633024794,51597.23752,50360.60236,2.02984257357974,2.43121149897331,"No",1755,NA,NA,NA,0.66489104956309
"Tragulus javanicus","Mammalia","Artiodactyla",0.207661015433858,1869.490949,1644.791516,0.932511978097194,1.18713210130048,"No",NA,NA,NA,NA,0.644546165913099
"Tragulus napu","Mammalia","Artiodactyla",0.178076702539089,3327.86415,2867.718502,0.900752908966461,1.14058863791923,"No",372.99,"female-only",NA,NA,0.630429103521183
"Alces alces","Mammalia","Artiodactyla",0.184025216990034,334075.0341,395351.1233,2.00273785078713,2.02327173169062,"No",20725.42376775,"female-only",NA,NA,0.731896440779594
"Tamandua tetradactyla","Mammalia","Pilosa",-0.0984070906506508,6139.07354,7426.717876,1.53401779603012,1.78507871321013,"No",NA,NA,NA,NA,0.585667223046143
"Tupaia belangeri","Mammalia","Scandentia",0.144250858599849,184.9797423,202.5011358,0.584531143052704,0.561259411362081,"No",189,NA,NA,NA,0.719015576322731
"Tupaia glis","Mammalia","Scandentia",0.226525981298085,191.2936524,199.8467566,0.706365503080082,0.731827515400411,"No",71.817,"female-only",NA,NA,0.638983678348683
"Setifer setosus","Mammalia","Afrosoricida",-0.0998568479707395,335.6498626,295.8804547,0.722792607802875,1.1315537303217,"No",75.088,NA,NA,NA,0.577334975247621
"Capreolus capreolus","Mammalia","Artiodactyla",0.274975644748678,23625.99021,27883.79563,1.98631074606434,1.95071868583162,"No",2140.3935,"female-only",NA,NA,0.666890955901795
"Monodelphis domestica","Mammalia","Didelphimorphia",0.0288928182376936,99.73329481,140.3486917,0.461875427789185,0.525119780971937,"No",3.42,"female-only",NA,NA,0.745609263744977
"Myrmecobius fasciatus","Mammalia","Dasyuromorphia",-0.0352103368115858,616.6105589,700.7419688,0.999315537303217,2.00301163586585,"No",NA,NA,NA,NA,0.574175861319248
"Dasyuroides byrnei","Mammalia","Dasyuromorphia",0.0187954278589336,118.250692,144.0735244,0.837782340862423,0.918822724161533,NA,0.282,NA,NA,NA,0.772867894722528
"Rucervus duvaucelii","Mammalia","Artiodactyla",0.332717188863458,106679.8945,157422.2049,1.99041752224504,2.0268309377139,"No",NA,NA,NA,NA,0.809089297166965
"Rucervus eldii","Mammalia","Artiodactyla",0.291867814023574,77062.44555,102198.3667,1.93347022587269,1.95811088295688,"No",4797.5,"female-only",NA,NA,0.811963168697834
"Cheirogaleus medius","Mammalia","Primates",0.0478547224100353,229.8265719,227.3424769,1.12251882272416,2.01122518822724,"Yes",34.9462,"biparental",NA,NA,0.6283688529684
"Microcebus murinus","Mammalia","Primates",0.1176990398244,84.64917559,77.7534779,0.922108145106092,0.956605065023956,"No",14.46,"female-only",NA,NA,0.785595936486447
"Rhynchocyon petersi","Mammalia","Macroscelidea",-0.171865196477248,500.4579425,502.0854288,0.746885694729637,0.807939767282683,"Yes",NA,NA,NA,NA,0.509953139771028
"Dasyurus geoffroii","Mammalia","Dasyuromorphia",-0.0127960380871761,1275.821576,1999.634746,0.931964407939767,0.921560574948665,"No",0.0602175,"female-only",NA,NA,0.634688953434308
"Dasyurus hallucatus","Mammalia","Dasyuromorphia",0.191574296546178,579.7399956,976.4778882,0.82217659137577,0.82135523613963,"No",NA,NA,NA,NA,0.699847368849778
"Dasyurus maculatus","Mammalia","Dasyuromorphia",0.101600884810777,2712.577697,4115.379337,0.914442162902122,0.960711841204654,"No",NA,"female-only",NA,NA,0.75169863822388
"Dasyurus viverrinus","Mammalia","Dasyuromorphia",0.0285395407860549,976.2989436,1424.856878,0.927036276522929,0.893360711841205,"No",0.09,"female-only",NA,NA,0.809475101142077
"Sarcophilus harrisii","Mammalia","Dasyuromorphia",0.0472887969092983,7547.137201,9306.888626,1.81245722108145,1.87816563997262,"No",0.063945,NA,NA,NA,0.939554899522579
"Rusa timorensis","Mammalia","Artiodactyla",0.137309351715306,NA,75000,1.59561943874059,2.52758384668036,"No",NA,NA,NA,NA,0.726004889409606
"Hydropotes inermis","Mammalia","Artiodactyla",-0.00232427495538198,13150,14232.85714,0.975222450376455,0.990006844626968,"No",NA,"female-only",NA,NA,0.573491604763232
"Antilocapra americana","Mammalia","Artiodactyla",0.134788933686149,42186.77427,47297.11638,1.97618069815195,1.97234770704997,"No",6135.6204,"female-only",NA,NA,0.668600298179427
"Sminthopsis crassicaudata","Mammalia","Dasyuromorphia",-0.172100825486642,21.18565078,18.66829945,0.507597535934292,0.54154688569473,"No",0.14,"female-only",NA,NA,0.750170952183472
"Macrotis lagotis","Mammalia","Peramelemorphia",0.141262836330873,1411.534037,2310.75612,0.609171800136893,0.8,"No",NA,NA,NA,NA,0.762862384948035
"Giraffa camelopardalis","Mammalia","Artiodactyla",0.246382958208573,811106.0539,1222082.139,4.04654346338125,3.89924709103354,"No",35380.8,"female-only",NA,NA,0.920710082153857
"Rusa alfredi","Mammalia","Artiodactyla",0.214513383511711,36960.22103,51235.23499,1.83518138261465,1.73634496919918,"No",9890,NA,NA,NA,0.620861543347391
"Perameles gunnii","Mammalia","Peramelemorphia",0.29884951051011,767.8801767,880.5005266,0.613278576317591,0.68911704312115,"No",1.924415,"female-only",NA,NA,0.728750626498538
"Phascolarctos cinereus","Mammalia","Diprotodontia",0.174692745653737,6493.975252,9204.936152,1.92197125256674,2.03148528405202,"No",0.3618,"female-only",NA,NA,0.843275984198749
"Okapia johnstoni","Mammalia","Artiodactyla",0.0434333024620008,296174.7662,254615.7314,3.67501711156742,3.68405201916496,"No",13900,NA,NA,NA,0.633599470637718
"Aepyceros melampus","Mammalia","Artiodactyla",0.478673402527538,43090.86922,55906.48875,1.76317590691307,1.89815195071869,"No",5304.2,"female-only",NA,NA,0.906415832304819
"Cercopithecus lhoesti","Mammalia","Primates",-0.0436831540485443,6109.694168,10314.13586,4.2217659137577,5.54387405886379,"No",NA,NA,NA,NA,0.564005449385265
"Lasiorhinus latifrons","Mammalia","Diprotodontia",0.0194992493910565,31893.61267,33804.46705,1.613100616,1.497604381,NA,0.5445,"female-only",NA,NA,0.492019973399153
"Hippotragus niger","Mammalia","Artiodactyla",0.293041356947107,199874.8852,231010.2192,2.17659137577002,2.32991101984942,"No",16375,"female-only",NA,NA,0.840142571033128
"Alcelaphus buselaphus","Mammalia","Artiodactyla",0.119702659099401,112603.7239,135162.0282,2.39069130732375,2.0643394934976,"No",10827.50355,"female-only",NA,NA,0.553766521993766
"Connochaetes gnou","Mammalia","Artiodactyla",0.430513425530589,NA,166700,1.95975359342916,2.87583846680356,"No",NA,NA,NA,NA,0.747341674615724
"Connochaetes taurinus","Mammalia","Artiodactyla",0.353132277115968,181939.3488,220168.5285,1.99315537303217,2.42108145106092,"No",18084.68,"female-only",NA,NA,0.8274356543272
"Tupaia minor","Mammalia","Scandentia",0.00296152623073109,66.75128919,65.7139975,0.166680356,0.166680356,"No",NA,NA,NA,NA,0.448070620897991
"Odocoileus hemionus","Mammalia","Artiodactyla",0.226502021121175,64010.85321,88889.95064,1.99096509240246,1.94113620807666,"No",4768.56205,"female-only",NA,NA,0.585361251847983
"Damaliscus pygargus","Mammalia","Artiodactyla",0.250103133138277,71874.12067,74201.56353,2.02162902121834,2.38576317590691,"No",9339,"female-only",NA,NA,0.799978976656954
"Phacochoerus africanus","Mammalia","Artiodactyla",0.0964053996047044,85645.01276,105951.5333,2.02600958247775,1.97125256673511,"No",2970,NA,NA,NA,0.72965627026601
"Potamochoerus porcus","Mammalia","Artiodactyla",0.0177902858004745,69290.5261,78672.75027,2.06105407255305,2.01396303901437,"No",2514.6,NA,NA,NA,0.706997074982493
"Thylogale stigmatica","Mammalia","Diprotodontia",0.197765267838997,4763.361905,7520.351583,0.991964408,NA,NA,NA,NA,NA,NA,0.475515363500965
"Thylogale thetis","Mammalia","Diprotodontia",-0.0597236026422967,5984.446419,7320.029287,1.618329911,NA,"No",NA,NA,NA,NA,0.501294347948323
"Antidorcas marsupialis","Mammalia","Artiodactyla",0.280415319215068,28762.24357,31366.18702,1.41437371663244,1.71718001368925,"No",4105.5,"female-only",NA,NA,0.793817615018051
"Damaliscus lunatus","Mammalia","Artiodactyla",-0.309653091776256,130000,142000,2.80903490759754,2.51334702258727,"No",6493.5,NA,NA,NA,0.493077499001396
"Mustela nivalis","Mammalia","Carnivora",-0.209566625241147,51.5625,115,0.328542094,0.328542094,"No",19.8315,"female-only",NA,NA,0.481608707049019
"Oryx beisa","Mammalia","Artiodactyla",0.147312199624049,149261.9278,160347.2461,1.95208761122519,2.3813826146475,"No",7276.5,NA,NA,NA,0.746280356801241
"Sus barbatus","Mammalia","Artiodactyla",-0.0279664611170843,122850.86,136873.7322,2.87200547570157,3.06913073237509,"No",NA,NA,NA,NA,0.523235088056014
"Sus cebifrons","Mammalia","Artiodactyla",0.0255042088175492,37431.55234,65912.58264,2.09582477754962,1.73634496919918,"No",5025,NA,NA,NA,0.628933667789452
"Sus scrofa","Mammalia","Artiodactyla",0.128716853635485,89326.53738,83323.80126,0.761396303901437,0.695687885010267,"No",8309.49375,"female-only",NA,NA,0.759825433829814
"Gymnobelideus leadbeateri","Mammalia","Diprotodontia",-0.0581796068305047,154.2113755,154.0412752,1.308733744,1.270362765,"No",NA,NA,NA,NA,0.551098229935688
"Petaurus breviceps","Mammalia","Diprotodontia",-0.103952648266582,94.10956268,108.3571043,0.701437371663244,0.68993839835729,"No",0.4862,"female-only",NA,NA,0.824308375503069
"Didelphis marsupialis","Mammalia","Didelphimorphia",0.185045425340736,1150,1650,0.48733744,0.657084189,"No",2.232,NA,NA,NA,0.49272824517653
"Cercopithecus neglectus","Mammalia","Primates",0.073349084909268,7072.028348,14115.83616,4.2135523613963,4.49883641341547,"No",260,NA,NA,NA,0.715018527180097
"Acrobates pygmaeus","Mammalia","Diprotodontia",-0.0841727667293304,12.40543743,12.76007725,0.793976728268309,0.790417522245038,"No",0.1068,"female-only",NA,NA,0.76240553419018
"Aepyprymnus rufescens","Mammalia","Diprotodontia",0.117663460965156,2841.657371,2633.426586,0.791238877481177,0.538261464750171,"Yes",NA,NA,NA,NA,0.557527826993937
"Antilope cervicapra","Mammalia","Artiodactyla",0.328482396366434,30311.37299,36264.85131,1.19644079397673,1.40561259411362,"No",7311.2,"female-only",NA,NA,0.955259549284324
"Bettongia penicillata","Mammalia","Diprotodontia",0.0661131089545391,1077.224789,1086.013301,0.686652977412731,0.835318275154004,"No",0.855,"female-only",NA,NA,0.74797458038004
"Potorous tridactylus","Mammalia","Diprotodontia",0.0885389151859951,1083.19924,1161.876438,0.899657768651609,1.0113620807666,"No",0.643,"female-only",NA,NA,0.69746334358523
"Dendrolagus goodfellowi","Mammalia","Diprotodontia",0.072471578022521,10146.29954,11366.22528,2.456071184,NA,NA,NA,NA,NA,NA,0.594307071809584
"Dendrolagus matschiei","Mammalia","Diprotodontia",0.0529708423562652,9469.059904,10455.61323,2.17713894592745,2.66584531143053,"No",NA,NA,NA,NA,0.594120408833829
"Spilogale putorius","Mammalia","Carnivora",0.208661510539438,532.3354654,540.3107016,0.539247091,0.41615332,NA,92.175,NA,NA,NA,0.449551992917829
"Eudorcas thomsonii","Mammalia","Artiodactyla",0.339927255048934,19401.26452,24438.83469,1.45106091718001,1.65639972621492,"No",3865.3125,"female-only",NA,NA,0.820015589957507
"Equus kiang","Mammalia","Perissodactyla",0.437485143674405,275000,350000,3.95564681724846,4.01259411362081,"No",21060,NA,NA,NA,0.661917742061391
"Gazella bennettii","Mammalia","Artiodactyla",0.409044770274229,14524.21072,19043.56714,1.28925393566051,1.89733059548255,"No",2952.4,NA,NA,NA,0.642431285960216
"Gazella dorcas","Mammalia","Artiodactyla",0.373443666212514,12374.52991,14311.04108,1.45571526351814,1.57043121149897,"No",2645.0271,"female-only",NA,NA,0.841115838353225
"Gazella arabica","Mammalia","Artiodactyla",-0.282568162731829,NA,NA,1.51129363449692,2.035318275154,"No",NA,"female-only",NA,NA,0.563960062180703
"Gazella gazella","Mammalia","Artiodactyla",0.0631725616518203,NA,NA,1.63449691991786,1.29774127310062,"No",4131.84375,"female-only",NA,NA,0.787952833488681
"Gazella leptoceros","Mammalia","Artiodactyla",0.208519226989305,14631.73487,18082.75165,1.08856947296372,1.59288158795346,"No",NA,NA,NA,NA,0.697902985618164
"Capra pyrenaica","Mammalia","Artiodactyla",0.239199812763551,NA,40250,1.500342231,3.000684463,"No",NA,NA,NA,NA,0.485226162901008
"Tenrec ecaudatus","Mammalia","Afrosoricida",0.223897467717894,1161.513624,1464.270674,0.527474004,NA,"No",541.6623,NA,NA,NA,0.540120183081327
"Orycteropus afer","Mammalia","Tubulidentata",0.024328815815944,52193.65548,53937.35485,3.31827515400411,2.58617385352498,"No",1854,NA,NA,NA,0.50089159228824
"Phyllostomus hastatus","Mammalia","Chiroptera",0.404042545402679,71.67903029,83.66442125,1.15865845311431,1.97946611909651,"No",15.92,"female-only",NA,NA,0.642153105732154
"Antrozous pallidus","Mammalia","Chiroptera",0.373098017323514,21.4,18.85,0.999315537,0.999315537,"No",NA,NA,NA,NA,0.512108792435113
"Chlorocebus aethiops","Mammalia","Primates",0.145583256385541,4567.750073,6679.233979,2.79096509240246,3.85872689938398,"No",325.895,"female-only",NA,NA,0.689168519213842
"Chlorocebus sabaeus","Mammalia","Primates",0.331569672589141,4218,5881.5,4.05037645448323,2.78028747433265,"No",325.895,NA,NA,NA,0.584727268169235
"Erythrocebus patas","Mammalia","Primates",0.176171252768037,8775.241587,15134.09668,2.90376454483231,3.67118412046543,"No",546.5,"female-only",NA,NA,0.742327978139216
"Lophocebus aterrimus","Mammalia","Primates",-0.0650264467395616,8796.348358,11133.03754,4.69541409993155,5.36618754277892,"No",185,NA,NA,NA,0.523058529064418
"Cercopithecus petaurista","Mammalia","Primates",-0.0380068372304905,3386.564905,6112.876208,5,6,"No",NA,NA,NA,NA,0.5289830463388
"Macaca fascicularis","Mammalia","Primates",0.202975338818537,5571.558908,6900.817295,3.74866529774127,2.18042436687201,"No",301.6734,"female-only",NA,NA,0.750534990712793
"Macaca fuscata","Mammalia","Primates",0.161275369954749,12603.66051,19731.32879,3.99288158795346,4.18781656399726,"No",354.860775,NA,NA,NA,0.815714475283382
"Macaca cyclopis","Mammalia","Primates",-0.10073089854959,NA,NA,4.517481177,NA,"No",354.38055,NA,NA,NA,0.496135957213845
"Gazella spekei","Mammalia","Artiodactyla",0.316840894141781,13480.27876,16015.99083,1.251929911,NA,"No",1827.4309,NA,NA,NA,0.719813707039374
"Gazella subgutturosa","Mammalia","Artiodactyla",0.214746180587182,17116.13685,21432.33636,1.01984941820671,1.93839835728953,"No",3510.91065,NA,NA,NA,0.710489722877567
"Gazella cuvieri","Mammalia","Artiodactyla",0.298437234641138,24320.82721,26682.93147,1.31581108829569,1.87542778918549,"No",NA,NA,NA,NA,0.640955934538038
"Leopardus tigrinus","Mammalia","Carnivora",0.0342131249968997,2275,3000,NA,NA,"No",NA,NA,NA,NA,0.50684240817564
"Miopithecus talapoin","Mammalia","Primates",0.0823065607868815,1625,1431,4.427281807,5.497604381,"No",187.5,"female-only",NA,NA,0.416276834708037
"Myoprocta pratti","Mammalia","Rodentia",-0.0773725261005459,1039.332418,1047.477445,1.07734428473648,1.14989733059548,"Yes",NA,NA,NA,NA,0.65093087907471
