"species","Class","Order","exDiff","FemaleBM","MaleBM","FemaleAFB","MaleAFB","MS","ReprEff","CareMammals","CareAves","Dichro","weights"
"Panthera uncia","Mammalia","Carnivora",0.0470252756474671,35266.83478,40343.42527,3.02532511978097,3.01711156741958,"No",994.757,NA,NA,NA,0.767676484229737
"Arctictis binturong","Mammalia","Carnivora",-0.110879600034893,18330.05406,16873.72122,2.06379192334018,2.14318959616701,NA,1586.75,NA,NA,NA,0.752666416958078
"Paradoxurus hermaphroditus","Mammalia","Carnivora",0.243072966394816,3200,4136.52,1.71937029431896,1.53045859000684,"No",583.317,NA,NA,NA,0.598917200571994
"Oryx dammah","Mammalia","Artiodactyla",0.301231611339074,140170.7037,146254.5311,1.9813826146475,2.01505817932923,"No",19498.81815,NA,NA,NA,0.949465354859871
"Eulemur fulvus","Mammalia","Primates",0.0550184826156304,2597.614589,2506.446815,2.04298425735797,2.25270362765229,"No",177.87,"female-only",NA,NA,0.617738482943776
"Oryx gazella","Mammalia","Artiodactyla",0.266555326732631,175407.1152,182341.529,1.99041752224504,2.17248459958932,"No",7276.5,NA,NA,NA,0.782902291110199
"Vulpes vulpes","Mammalia","Carnivora",0.118136576700581,5428.456334,6516.41855,1.00068446269678,0.988364134154689,"Yes",475.568925,"biparental",NA,NA,0.731410863050767
"Capra sibirica","Mammalia","Artiodactyla",0.205431889454173,41693.38432,94168.30902,1.94168377823409,1.97837097878166,"No",2690.4,NA,NA,NA,0.704572401705677
"Eulemur coronatus","Mammalia","Primates",0.0478077467081726,1652.437661,1676.242012,2.05338809034908,2.75208761122519,"No",88.5,NA,NA,NA,0.601669765805423
"Vulpes zerda","Mammalia","Carnivora",-0.0477528206798737,1324.728123,1384.685295,1.25557837097878,1.12799452429843,"No",62.0208,NA,NA,NA,0.754534330757027
"Helarctos malayanus","Mammalia","Carnivora",0.119931676661398,73744.74882,84497.54441,4.85201916495551,5.42203969883641,"No",NA,NA,NA,NA,0.607522376708149
"Macropus fuliginosus","Mammalia","Diprotodontia",0.270486102075072,32969.23308,75414.93542,1.64271047227926,1.93182751540041,"No",0.897165,"female-only",NA,NA,0.79006254434134
"Erethizon dorsatum","Mammalia","Rodentia",-0.0716852210234797,8074.732351,9154.797353,1.24188911704312,1.92580424366872,"No",500,NA,NA,NA,0.662849423729638
"Dama dama","Mammalia","Artiodactyla",0.336631970110238,48233.03205,71631.06073,1.94688569472964,1.96331279945243,"No",4826.9519,"female-only",NA,NA,0.926667242721037
"Mustela putorius","Mammalia","Carnivora",0.0903835876829447,768.5461149,1138.714931,0.856947296372348,0.940177960301164,"No",91.9296,"female-only",NA,NA,0.906934145541179
"Neovison vison","Mammalia","Carnivora",-0.0133340721204037,810.8571429,1431.416667,0.910609171800137,1.015742642,"No",41.1264,"female-only",NA,NA,0.523814705684266
"Taxidea taxus","Mammalia","Carnivora",0.145065548739804,6400,8400,0.612469815,1.207392197,"No",207.57,"female-only",NA,NA,0.50244419193116
"Mephitis mephitis","Mammalia","Carnivora",0.044423869400626,2440.14921,3215.110632,1.00999315537303,0.955509924709103,"No",204.81549,"female-only",NA,NA,0.766582303862261
"Saguinus oedipus","Mammalia","Primates",-0.0327072165524145,588.8754847,552.4572079,2.33921971252567,2.46406570841889,"Yes",75.601,"biparental",NA,NA,0.853077280154409
"Tragelaphus oryx","Mammalia","Artiodactyla",0.304894200973802,365544.8784,470135.0612,2.11362080766598,1.97344284736482,"No",35213.517,NA,NA,NA,0.947570092396026
"Tragelaphus angasii","Mammalia","Artiodactyla",0.397345338608611,68304.80787,127858.4892,1.59890485968515,2.00355920602327,"No",6331.325,"female-only",NA,NA,0.887040977249531
"Macropus agilis","Mammalia","Diprotodontia",0.392168248294244,15128.88312,28001.96779,1.00479123887748,1.25667351129363,"No",1.143288,"female-only",NA,NA,0.677794677330936
"Tragelaphus eurycerus","Mammalia","Artiodactyla",0.223409370763744,221558.9451,312765.2605,2.19137577002053,2.42518822724162,"No",14157,NA,NA,NA,0.838836929188727
"Suricata suricatta","Mammalia","Carnivora",-0.0643911191194714,1058.919058,1076.013432,1.1895961670089,1.4362765229295,"Yes",114.835,"biparental",NA,NA,1
"Callithrix jacchus","Mammalia","Primates",-0.0704327292110396,400.2679097,393.2467379,1.6290212183436,1.66461327857632,"Yes",121.4976,"biparental",NA,NA,0.844749727240965
"Tragelaphus spekii","Mammalia","Artiodactyla",0.378387343198276,54453.30281,109845.4951,1.097878166,NA,"No",4000,NA,NA,NA,0.884693031302962
"Tragelaphus strepsiceros","Mammalia","Artiodactyla",0.371020442609698,168041.6679,266690.3161,2.00958247775496,2.09390828199863,"No",15758.285,"female-only",NA,NA,0.881176820104481
"Chrotogale owstoni","Mammalia","Carnivora",-0.213239075478014,3647.249884,3847.296741,2,2,NA,244.5,NA,NA,NA,0.494096981267903
"Genetta genetta","Mammalia","Carnivora",-0.0153113273262429,2376.703299,1783.803507,2.1284052019165,2.0807665982204,"No",356.095,"female-only",NA,NA,0.574972954981936
"Genetta tigrina","Mammalia","Carnivora",-0.138256855341713,1988.772473,2613.768993,3.152388775,NA,"No",357.5,"female-only",NA,NA,0.527715224488696
"Cryptoprocta ferox","Mammalia","Carnivora",0.0517108182374165,8521.04195,11639.91894,3.99863107460643,3.92635181382615,"No",300,NA,NA,NA,0.630223803873233
"Crossarchus obscurus","Mammalia","Carnivora",-0.0536134929754879,1143.087647,1139.093117,1.25886379192334,1.02121834360027,"Yes",97.8,NA,NA,NA,0.551026283514874
"Cynictis penicillata","Mammalia","Carnivora",0.0234391646336516,1089.611367,1092.116951,1.20739219712526,1.2227241615332,"Yes",NA,"female-only",NA,NA,0.705226980495923
"Helogale parvula","Mammalia","Carnivora",-0.00975501546166061,451.7764843,419.4186104,1.54688569472964,1.1937029431896,"Yes",NA,"biparental",NA,NA,0.76846717602722
"Eulemur macaco","Mammalia","Primates",-0.0587683703308046,2578.36799,2470.239847,1.98110882956879,2.30800821355236,"No",77.6568,"female-only",NA,NA,0.681706453736415
"Eulemur flavifrons","Mammalia","Primates",0.0570864469832638,2625.196194,2553.741332,2.06735112936345,3.00835044490075,"No",NA,NA,NA,NA,0.539798331079992
"Oryx leucoryx","Mammalia","Artiodactyla",0.315666620787372,89024.73623,90959.42317,1.97837097878166,2.36440793976728,"No",5120.5,NA,NA,NA,0.948034147130001
"Hapalemur alaotrensis","Mammalia","Primates",0.0723385648291599,1476.50385,1501.72614,1.97946611909651,2.56919917864476,"No",59.664,NA,NA,NA,0.553706684105143
"Lemur catta","Mammalia","Primates",-0.00225568387829862,2859.636357,2984.095,1.98494182067077,2.11635865845311,"No",75.186430409571,"female-only",NA,NA,0.9371016271172
"Melursus ursinus","Mammalia","Carnivora",-0.00331590155544672,114955.9158,125276.4022,4.01204654346338,4.91827515400411,"No",388.08,NA,NA,NA,0.534364183065491
"Tremarctos ornatus","Mammalia","Carnivora",0.137875034546066,77701.64359,148784.6938,3.76454483230664,4.10102669404517,"No",NA,NA,NA,NA,0.665458658626565
"Ursus americanus","Mammalia","Carnivora",0.12645474805398,134813.8801,220009.9979,3.58001368925394,2.31731690622861,"No",284.03702,"female-only",NA,NA,0.738540337068436
"Ursus arctos","Mammalia","Carnivora",0.191919454743237,196583.2238,326143.7674,4.02628336755647,4,"No",453.99092,NA,NA,NA,0.758693759343352
"Potos flavus","Mammalia","Carnivora",0.1308983890403,2561.934915,2548.722783,1.96194387405886,1.89267624914442,"No",173.42,"female-only",NA,NA,0.685837836268666
"Capra nubiana","Mammalia","Artiodactyla",0.23794163548016,28570.56783,56542.72885,1.14715947980835,1.94004106776181,"No",2478.78984,NA,NA,NA,0.833742826226803
"Sapajus apella","Mammalia","Primates",0.063465494196018,3316.170476,5271.054974,3.98767967145791,3.07871321013005,"No",148.3902,NA,NA,NA,0.770224448949776
"Tragelaphus imberbis","Mammalia","Artiodactyla",0.306563874824472,67765.37155,91552.68099,2.15578370978782,2.12950034223135,"No",7717.4851,NA,NA,NA,0.725842625679379
"Tragelaphus scriptus","Mammalia","Artiodactyla",0.214810083230931,27000,41250,1.43518138261465,1.50417522245038,"No",5700,NA,NA,NA,0.532218616597284
"Panthera tigris","Mammalia","Carnivora",0.0174552895078881,107751.6736,145366.7718,3.0943189596167,2.99164955509925,"No",1283.55052,"female-only",NA,NA,0.931572911248214
"Odocoileus virginianus","Mammalia","Artiodactyla",0.191174477697595,45988.66123,52040.85674,1.19096509240246,1.35660506502396,"No",5130,"female-only",NA,NA,0.795831696073502
"Crocuta crocuta","Mammalia","Carnivora",-0.0121248349634409,63368.10719,56426.45189,2.34305270362765,2.87419575633128,"No",2780,"female-only",NA,NA,0.690059917434358
"Hyaena hyaena","Mammalia","Carnivora",0.043580098522489,38577.16928,35738.37408,2.18042436687201,2.15140314852841,"No",2276.3,"female-only",NA,NA,0.663411477474334
"Canis lupus","Mammalia","Carnivora",-0.0461231709577755,22678.56285,28413.19725,1.97125256673511,1.97700205338809,"Yes",1773.50748,"biparental",NA,NA,0.9119306488375
"Mungos mungo","Mammalia","Carnivora",0.0352124373470084,1736.49955,1571.162373,1.2145106091718,1.24298425735797,"No",129.712,"biparental",NA,NA,0.776423042316278
"Ursus maritimus","Mammalia","Carnivora",0.11976654317821,271643.679,445592.5776,6.02573579739904,6.00574948665298,"No",431.351,"female-only",NA,NA,0.633322435230956
"Capra aegagrus","Mammalia","Artiodactyla",0.248147025792537,32985.65727,61439.72314,1.04832306639288,0.896919917864476,"No",3375,"female-only",NA,NA,0.751684184818553
"Capricornis crispus","Mammalia","Artiodactyla",-0.128734180780983,38577.69344,35828.786,2.03832991101985,2.1388090349076,"No",2909.35335,NA,NA,NA,0.492263880673565
"Hemitragus jemlahicus","Mammalia","Artiodactyla",0.24771990445183,53531.34899,76071.04558,1.96030116358658,1.99151266255989,"No",2010,"female-only",NA,NA,0.77309584835835
"Saimiri boliviensis","Mammalia","Primates",0.163740476295676,803.0879545,1144.22859,3.8631074606434,3.73333333333333,"No",115.025,NA,NA,NA,0.835398456103037
"Saimiri sciureus","Mammalia","Primates",0.213535635962616,785.0795978,1091.745779,2.9201916495551,2.99931553730322,"No",115.025,"female-only",NA,NA,0.8802180704102
"Macropus rufogriseus","Mammalia","Diprotodontia",0.114452551413744,15103.91754,21373.47221,0.922655715263518,1.07597535934292,"No",0.56682,"female-only",NA,NA,0.972523430379066
"Kobus ellipsiprymnus","Mammalia","Artiodactyla",0.302329536674214,165175.2688,199268.4296,1.80698151950719,2.04599589322382,"No",10395,NA,NA,NA,0.8406195238612
"Ursus thibetanus","Mammalia","Carnivora",0.11551352820411,141943.7578,169405.6502,4.01806981519507,4.04243668720055,"No",656.7275,"female-only",NA,NA,0.66587628278725
"Otaria bryonia","Mammalia","Carnivora",0.0822403560907072,125109.247,339826.4887,4.04380561259411,4.99986310746064,"No",12763.33,NA,NA,NA,0.61033030782881
"Zalophus californianus","Mammalia","Carnivora",0.0762900104974891,94505.78941,246984.6987,4.00273785078713,3.96714579055441,"No",6616.64003,"female-only",NA,NA,0.77807027713965
"Naemorhedus griseus","Mammalia","Artiodactyla",0.218520916150068,31577.71502,29162.71996,1.96933607118412,2.0062970568104,"No",2000,NA,NA,NA,0.607413470344317
"Bassariscus astutus","Mammalia","Carnivora",0.0651215989742495,1454.151308,1538.929576,1.05681040383299,0.821355236,"No",85.74,"female-only",NA,NA,0.553992172388051
"Nasua narica","Mammalia","Carnivora",0.10826153059062,5243.548147,6690.830969,1.96303901437372,1.92142368240931,"No",642.18,NA,NA,NA,0.703048769875676
"Nasua nasua","Mammalia","Carnivora",0.229331816304072,4465.916316,5909.107842,1.35523613963039,1.76865160848734,"No",597.028905,NA,NA,NA,0.910605346004932
"Tragelaphus derbianus","Mammalia","Artiodactyla",0.317253432359375,341911.1118,491033.1388,2.35838466803559,3.07186858316222,NA,NA,NA,NA,NA,0.642101242762951
"Ammotragus lervia","Mammalia","Artiodactyla",0.0268216597249125,61895.35283,97375.76802,1.76454483230664,1.93018480492813,"No",10980,"female-only",NA,NA,0.88741851762234
"Kobus kob","Mammalia","Artiodactyla",0.528916527785084,59294.86006,69034.04569,1.6870636550308,2.16673511293634,"No",6989.099,NA,NA,NA,0.605449750027855
"Kobus leche","Mammalia","Artiodactyla",0.442131681536919,72899.85604,98028.02197,1.8757015742642,1.84859685147159,"No",NA,NA,NA,NA,0.920023240583297
"Aotus azarae","Mammalia","Primates",-0.0629864842790598,NA,1263.693364,2.28035592060233,2.85338809034908,"Yes",NA,"biparental",NA,NA,0.485552411950978
"Aotus griseimembra","Mammalia","Primates",-0.155308216679984,1036.591042,935.3740385,2.29760438056126,2.84900752908966,"Yes",NA,NA,NA,NA,0.598464582672181
"Aotus trivirgatus","Mammalia","Primates",-0.258610186745678,999.7013198,1110.441783,2.40985626283368,3.06776180698152,"Yes",129.512072,"biparental",NA,NA,0.534765688903826
"Pudu puda","Mammalia","Artiodactyla",0.0469964849879846,9254.439519,9762.902234,1.23887748117728,1.88090349075975,"No",NA,NA,NA,NA,0.644596291978345
"Rangifer tarandus","Mammalia","Artiodactyla",0.430588347703608,87799.67801,130561.3465,1.97672826830938,1.96249144421629,"No",6351.037,"female-only",NA,NA,0.945470242216678
"Macropus eugenii","Mammalia","Diprotodontia",0.175495219889963,6120.017686,9576.365113,0.990006844626968,1.09623545516769,"No",0.4366725,"female-only",NA,NA,0.708603266286367
"Tetracerus quadricornis","Mammalia","Artiodactyla",0.169272907795646,NA,NA,2.04271047227926,2.0643394934976,"No",1945.112,NA,NA,NA,0.534677791716535
"Phoca vitulina","Mammalia","Carnivora",0.15386553808163,67178.14102,96425.96143,4.08514715947981,6.01779603011636,"No",11000,"female-only",NA,NA,0.690858191557216
"Aonyx cinerea","Mammalia","Carnivora",-0.0592557145067744,3496.421228,3846.121932,1.82861054072553,1.90554414784394,"Yes",166.1247,NA,NA,NA,0.858470793705109
"Procyon cancrivorus","Mammalia","Carnivora",-0.0138604087792068,6270,7630,1.363956194,0.999315537,NA,NA,NA,NA,NA,0.501560845244596
"Procyon lotor","Mammalia","Carnivora",0.0831254042669,6233.144531,7821.133446,1.05954825462012,1.12142368240931,"No",271.2,"female-only",NA,NA,0.820156880133519
"Callicebus cupreus","Mammalia","Primates",-0.0362234505565874,1312.378563,1410.421731,3.40643394934976,2.8684462696783,"Yes",74.37,NA,NA,NA,0.526603102228902
"Callicebus donacophilus","Mammalia","Primates",-0.125220618870339,1206.727413,1287.136986,2.91279945242984,3.16002737850787,"Yes",NA,NA,NA,NA,0.48757627266906
"Pithecia pithecia","Mammalia","Primates",-0.0309305384872323,1969.712138,2257.760386,3.3015742642026,3.18247775496235,"Yes",NA,NA,NA,NA,0.670123218093934
"Canis mesomelas","Mammalia","Carnivora",-0.0927349560102384,8245.358614,7020.259167,1.16550308008214,1.60793976728268,"Yes",628.05,"biparental",NA,NA,0.587890396406423
"Canis rufus","Mammalia","Carnivora",-0.030635087973652,23899.18874,28185.41823,1.99206023271732,2.93223819301848,"Yes",1773.50748,"biparental",NA,NA,0.718435192404271
"Nycticebus bengalensis","Mammalia","Primates",0.0925349707632989,1322.129565,987.7308301,1.695852156,NA,"No",51.6879,NA,NA,NA,0.523781209859889
"Nycticebus coucang","Mammalia","Primates",0.0609676223175001,1141.337415,1086.623668,1.86830937713895,2.13114305270363,"No",51.6879,"female-only",NA,NA,0.590712139679107
"Nycticebus pygmaeus","Mammalia","Primates",0.0576978262422281,581.567384,566.7044533,2.29048596851472,2.30417522245038,"No",53.984,"female-only",NA,NA,0.66653655008984
"Perodicticus potto","Mammalia","Primates",0.165202911806959,954.9037621,1017.876743,1.537522245,1.497604381,"No",41.7253,"female-only",NA,NA,0.477542267983951
"Galago moholi","Mammalia","Primates",0.0889971882948217,187.4537638,194.7483163,1.1006160164271,1.2974674880219,"No",37.389,"female-only",NA,NA,0.655030181194388
"Capra caucasica","Mammalia","Artiodactyla",0.0225989912211992,50670.21473,96235.96746,1.97618069815195,2.24832306639288,"No",2790.15,NA,NA,NA,0.717873088846108
"Ovibos moschatus","Mammalia","Artiodactyla",0.182672895944752,256091.6758,363891.2633,2.04243668720055,2.95906913073237,"No",8950.5392,"female-only",NA,NA,0.669145454603326
"Lagorchestes hirsutus","Mammalia","Diprotodontia",0.167216082368634,1491.537951,1392.399109,0.786858316221766,0.615468856947296,NA,NA,NA,NA,NA,0.570877219485615
"Cerdocyon thous","Mammalia","Carnivora",0.345568004116651,NA,NA,0.755796085,0.750171116,"Yes",1064,NA,NA,NA,0.517194800730953
"Chrysocyon brachyurus","Mammalia","Carnivora",0.0820551012163589,25162.63292,27685.863,2.05831622176591,2.05913757700205,"Yes",NA,"biparental",NA,NA,0.747838218719927
"Cuon alpinus","Mammalia","Carnivora",0.0282633760229951,19055.54968,20564.23278,2.17166324435318,2.05010266940452,"Yes",1241.625,"biparental",NA,NA,0.730656805171549
"Lycaon pictus","Mammalia","Carnivora",-0.127294665326139,27892.53744,31942.01364,1.89404517453799,2.03805612594114,"Yes",2383.41,"biparental",NA,NA,0.860266880154425
"Galago senegalensis","Mammalia","Primates",-0.00555090331347556,189.5524078,230.3320073,1.22108145106092,1.30102669404517,"No",36.6,"female-only",NA,NA,0.724037576787108
"Otolemur crassicaudatus","Mammalia","Primates",0.0028496107958664,1288.50324,1275.785722,1.70020533880904,1.62464065708419,"No",70.669975,"female-only",NA,NA,0.588750435946355
"Otolemur garnettii","Mammalia","Primates",-0.000229534363077415,1022.189,1141.596244,1.32511978097194,1.76919917864476,"No",30.360645,"female-only",NA,NA,0.571699610187759
"Callimico goeldii","Mammalia","Primates",0.0466256093738946,580.579673,561.2225788,2.01724845995893,2.0041067761807,"No",58.332,"biparental",NA,NA,0.776455374484628
"Romerolagus diazi","Mammalia","Lagomorpha",0.347237998728621,612.3461546,501.7981572,0.510389979,NA,"No",NA,NA,NA,NA,0.620678581546233
"Macaca mulatta","Mammalia","Primates",0.100448023569319,8775.860375,11980.54173,3.00068446269678,3.62984257357974,"No",473.54,"female-only",NA,NA,0.746337477592918
"Macaca nemestrina","Mammalia","Primates",0.00482400323326717,8365.608203,14684.93289,3.74318959616701,4.34004106776181,"No",397.97,NA,NA,NA,0.643817759146426
"Callithrix geoffroyi","Mammalia","Primates",-0.0690587394428505,493.6278764,452.5683908,1.96002737850787,1.97399041752225,"Yes",121.4976,"biparental",NA,NA,0.753190664754094
"Nyctereutes procyonoides","Mammalia","Carnivora",0.0391313243719567,5625.000971,6538.882425,0.983436002737851,1.03764544832307,"Yes",550.746,"biparental",NA,NA,0.709020761798379
"Macaca nigra","Mammalia","Primates",0.160542360169498,9325.124732,17324.18513,4.71868583162218,4.72005475701574,"No",321.5695,NA,NA,NA,0.725302342836521
"Macaca silenus","Mammalia","Primates",0.111942045987478,6912.606893,11620.69868,3.91321013004791,5.06557152635181,"No",291.277,"female-only",NA,NA,0.740592148051167
"Macaca sylvanus","Mammalia","Primates",0.0837195246808985,10255.35799,16070.78182,3.9813826146475,3.71800136892539,"No",675,NA,NA,NA,0.75982077450733
"Mandrillus leucophaeus","Mammalia","Primates",0.275200784813458,16561.27701,36250.36517,3.68021902806297,5.91047227926078,"No",501.8,"female-only",NA,NA,0.679792590320202
"Ovis orientalis","Mammalia","Artiodactyla",-0.0686718889916147,30112.76954,NA,1.04859685147159,NA,NA,NA,NA,NA,NA,0.512154206755101
"Otocyon megalotis","Mammalia","Carnivora",0.0198912124559832,4844.415845,4902.798559,1.12525667351129,1.88637919233402,"Yes",967.04,"biparental",NA,NA,0.646654295525622
"Urocyon cinereoargenteus","Mammalia","Carnivora",-0.00313175342912376,4384.676235,5546.888005,1.22655715263518,0.999315537,"Yes",371.31035,"biparental",NA,NA,0.51065879816676
"Vulpes lagopus","Mammalia","Carnivora",0.0968570642006489,4398.572222,5277.64425,1.02340862422998,0.952772073921971,"Yes",568.4,"biparental",NA,NA,0.727357882062055
"Vulpes macrotis","Mammalia","Carnivora",-0.148582683327204,1900,2200,0.999315537,0.999315537,"Yes",177.156,NA,NA,NA,0.504977020701559
"Hyaena brunnea","Mammalia","Carnivora",-0.422478518514923,NA,NA,2.737850787,NA,"No",637.6428,"female-only",NA,NA,0.569551448430702
"Proteles cristata","Mammalia","Carnivora",-0.0345682511375132,10386.28541,8988.337324,1.728596851,NA,"Yes",NA,NA,NA,NA,0.445852306863865
"Mandrillus sphinx","Mammalia","Primates",0.194352207037273,18982.57005,43878.61828,3.632196523,NA,"No",531.68555,"female-only",NA,NA,0.80987708412174
"Macropus parma","Mammalia","Diprotodontia",0.0969567118130192,4686.66236,5762.025054,0.976317590691307,0.943189596167009,"No",0.62163725,"female-only",NA,NA,0.831962402145523
"Vulpes velox","Mammalia","Carnivora",-0.0630831315762937,2399.607164,2714.397971,1.03655030800821,1.09787816563997,"Yes",176.046,NA,NA,NA,0.687291525856197
"Papio anubis","Mammalia","Primates",0.0415045880132836,21881.15679,42209.69754,5.02614647501711,3.72621492128679,"No",661.52316,"female-only",NA,NA,0.627780688659068
"Papio hamadryas","Mammalia","Primates",0.217973479132706,17442.57745,34970.0729,3.91950718685832,4.82135523613963,"No",665.264,"female-only",NA,NA,0.900590801550462
"Speothos venaticus","Mammalia","Carnivora",0.0210735178190264,8137.369361,7546.910028,1.46228610540726,1.64818617385353,"Yes",1300.95,NA,NA,NA,0.692939220330739
"Vulpes corsac","Mammalia","Carnivora",0.0158519190861355,2445.222983,2853.849604,0.997399041752224,1.00971937029432,"No",328.125,NA,NA,NA,0.638612774726155
"Vulpes rueppellii","Mammalia","Carnivora",0.128269766091257,1635.279282,1695.185946,0.999950719,NA,"No",NA,NA,NA,NA,0.540480495295842
"Budorcas taxicolor","Mammalia","Artiodactyla",0.154642320038279,244313.1254,377837.8681,2.86324435318275,3.19206023271732,"No",7020,NA,NA,NA,0.722927003352033
"Papio papio","Mammalia","Primates",0.231980805562414,18614.98468,33478.26977,4.20862422997947,5.22053388090349,"No",662.6367,NA,NA,NA,0.709011066115357
"Theropithecus gelada","Mammalia","Primates",0.253656263095267,15327.70845,32263.22298,4.56454483230664,6.54127310061602,"No",232.125,"female-only",NA,NA,0.754476032876039
"Petrogale lateralis","Mammalia","Diprotodontia",0.267598009209083,4470.36158,5826.500716,1.478439425,1.615331964,NA,NA,NA,NA,NA,0.493201777443599
"Petrogale penicillata","Mammalia","Diprotodontia",0.184641832196386,6429.682596,7742.371111,1.32895277207392,1.75496235455168,"No",NA,NA,NA,NA,0.58850075847818
"Petrogale xanthopus","Mammalia","Diprotodontia",0.374536565278439,8605.728225,12213.18357,0.900752908966461,1.37056810403833,"No",0.7791,"female-only",NA,NA,0.735255412770604
"Axis porcinus","Mammalia","Artiodactyla",0.296210422163555,29541.09592,45227.1821,1.35058179329227,1.49869952087611,"No",NA,NA,NA,NA,0.801426366804449
"Sylvilagus floridanus","Mammalia","Lagomorpha",-0.247946533941503,1236.666667,1145.714286,0.336755647,NA,NA,724.7175,NA,NA,NA,0.434726189886588
"Atelerix albiventris","Mammalia","Erinaceomorpha",0.0339967316907227,383.2656849,378.5441568,0.397535934291581,0.358110882956879,"No",44.9,NA,NA,NA,0.872250322664813
"Colobus angolensis","Mammalia","Primates",0.0644257916420539,11526.15339,14954.01171,3.53127994524298,3.83709787816564,"No",344.04,NA,NA,NA,0.546938935408777
"Colobus guereza","Mammalia","Primates",-0.0933713819268723,12390.33716,14594.53726,3.83737166324435,4.07200547570157,"No",382.419875,"female-only",NA,NA,0.781971217473347
"Colobus polykomos","Mammalia","Primates",-0.196114726649531,12537.74379,16536.06022,4.43586584531143,4.48624229979466,"No",344.04,"female-only",NA,NA,0.473714741174362
"Pygathrix nemaeus","Mammalia","Primates",0.150981994276859,12485.34997,17647.32109,3.85653661875428,4.20999315537303,"No",395.4675,NA,NA,NA,0.566877931717512
"Semnopithecus entellus","Mammalia","Primates",0.110428251609545,14418.94628,20723.13445,3.90116358658453,4.68966461327858,"No",357,"female-only",NA,NA,0.616588123384001
"Ovis canadensis","Mammalia","Artiodactyla",0.166673131987031,59995.7059,88241.59389,1.90992470910335,1.93292265571526,"No",4463.33505,"female-only",NA,NA,0.714135768208195
"Ovis dalli","Mammalia","Artiodactyla",0.211237417921384,48154.78423,79657.49637,1.86475017111567,1.97481177275838,"No",4036.4005,"female-only",NA,NA,0.683001024557968
"Ovis aries","Mammalia","Artiodactyla",0.34251202314452,34411.59534,56197.32869,1.0321697467488,1.97125256673511,"No",2899.0128,"female-only",NA,NA,0.760943010907219
"Chinchilla lanigera","Mammalia","Rodentia",0.0441143047675352,564.6369975,568.9498795,0.668583162217659,0.795893223819302,"No",132.3399,"female-only",NA,NA,0.740165221288449
"Civettictis civetta","Mammalia","Carnivora",-0.0764293308659028,11600,14500,0.999315537,0.583162218,"No",1933.701,"female-only",NA,NA,0.444883581071753
"Cervus elaphus","Mammalia","Artiodactyla",0.368446636206688,160483.8608,171863.6435,1.97672826830938,1.7927446954141,"No",8672.481806625,"female-only",NA,NA,0.831886124258681
"Kobus megaceros","Mammalia","Artiodactyla",0.317619785658393,67484.81312,88252.23325,1.5501711156742,2.11635865845311,"No",5100,NA,NA,NA,0.805326263390694
"Trachypithecus auratus","Mammalia","Primates",0.0155332559852083,10473.63379,9583.755759,3.62381930184805,3.6249144421629,"No",NA,NA,NA,NA,0.586722688990662
"Trachypithecus cristatus","Mammalia","Primates",0.195051332974524,8667.104982,8818.293495,2.7772758384668,3.05051334702259,"No",167.2525,"female-only",NA,NA,0.57238802887005
"Trachypithecus obscurus","Mammalia","Primates",0.0988742259768145,8234.608481,7955.116544,3.7864476386037,3.92416153319644,"No",164.915,NA,NA,NA,0.563593283270191
"Hylobates lar","Mammalia","Primates",-0.0474921665913906,8024.406335,8269.62887,6.81998631074606,6.24887063655031,"Yes",158.2275,"female-only",NA,NA,0.654153901769264
"Lagostomus maximus","Mammalia","Rodentia",0.16033069099952,3070,5220,0.889253935660506,1.13182751540041,"No",686,"female-only",NA,NA,0.569524724350505
"Cavia aperea","Mammalia","Rodentia",0.353781997550388,341,567,0.294866529774127,0.240930869267625,"No",739.784,NA,NA,NA,0.655506762944469
"Cavia porcellus","Mammalia","Rodentia",0.119110615483298,970.5205209,1007.230097,0.286926762491444,0.342505133470226,"No",1446.4125,"female-only",NA,NA,0.89887457300476
"Cervus wallichi","Mammalia","Artiodactyla",0.276476303629461,121771.1151,181039.709,1.97754962354552,1.95482546201232,"No",NA,NA,NA,NA,0.6399705317255
"Cervus nippon","Mammalia","Artiodactyla",0.373069933067242,59104.24313,85827.11328,1.86447638603696,1.964681724846,"No",4277.11,"female-only",NA,NA,0.943761063266074
"Lontra canadensis","Mammalia","Carnivora",-0.0331019301327306,7721.004998,9255.544053,3.00451745379877,2.97166324435318,"No",351.372,"female-only",NA,NA,0.692353073341754
"Gorilla gorilla","Mammalia","Primates",0.175771903765525,120729.0228,293021.8774,7.46666666666667,9.15893223819302,"No",624.708,"female-only",NA,NA,0.72803922770768
"Catagonus wagneri","Mammalia","Artiodactyla",-0.0352725830181035,35192.8908,31418.79151,1.99863107460643,2.13716632443532,"No",NA,NA,NA,NA,0.572430121307263
"Erinaceus europaeus","Mammalia","Erinaceomorpha",0.0994931166455663,652.3333333,665,0.727720739,0.692676249,"No",104.147912,NA,NA,NA,0.505075856209062
"Pan troglodytes","Mammalia","Primates",0.179634235802806,69856.6919,85988.75554,8.47912388774812,7.52361396303901,"No",375.1793,"female-only",NA,NA,0.803633027665703
"Dolichotis patagonum","Mammalia","Rodentia",0.110556806945853,8031.558023,7631.670291,0.895277207392197,0.845448323066393,"No",3687.73125,"female-only",NA,NA,0.862148368238697
"Capra falconeri","Mammalia","Artiodactyla",0.018430226811937,36280.03045,70980.15648,1.89295003422313,2.05338809034908,"No",NA,NA,NA,NA,0.755231390754043
