"species","Class","Order","exFemale","exFemaleSD","exFemaleLower","exFemaleUpper","exMale","exMaleSD","exMaleLower","exMaleUpper","exDiff","exDiffSD","exDiffLower","exDiffUpper","zeroOverlap"
"Procavia capensis","Mammalia","Hyracoidea",4.15511276160113,0.0955725346090914,3.98826305244502,4.34213124605326,3.74987036070279,0.0959726382985847,3.59024831540391,3.94536305843985,0.097017139935816,0.0320426466315758,0.0342443508345955,0.157956413509443,0.00246381401297608
"Hystrix brachyura","Mammalia","Rodentia",10.0351583223101,1.11529694416499,7.84283088102822,12.4257428506529,12.1961863073934,1.17535156638886,9.82914347750839,14.4483767551181,-0.170297316424845,0.119641604590038,-0.385154731406317,0.0819794211096216,0.154621548755454
"Hystrix cristata","Mammalia","Rodentia",13.4406351873093,0.523107118723141,12.4480738032169,14.5588677387217,12.4325278817962,0.573960074889378,11.3530961611276,13.6988659039235,0.0737306504562679,0.0559529671698064,-0.0433594988919927,0.178978234030422,0.187595562145211
"Hystrix indica","Mammalia","Rodentia",14.8637392694191,0.441279376545043,14.0430941619532,15.8277279562865,14.0063452747361,0.431342307265706,13.2032490308052,14.8634202203888,0.0569500852958984,0.0388983555093253,-0.0188582806299147,0.138081878491116,0.143173629581503
"Coendou prehensilis","Mammalia","Rodentia",10.0247095096998,0.456049443203896,9.13346750762264,10.884139709588,8.83430239910436,0.486964598686616,7.94591468408863,9.84568377825979,0.117042201795374,0.0619520035507614,-0.0191744556989221,0.22742627357852,0.0588596801757697
"Equus africanus","Mammalia","Perissodactyla",16.7810050618614,0.721021481414717,15.3580935585235,18.2393940405055,13.7409583636868,0.758423009634684,12.2643357502696,15.411529107933,0.179619523559131,0.0579785234300684,0.0517601044546016,0.279914508904119,0.00194808094296246
"Tapirus indicus","Mammalia","Perissodactyla",15.0393751840009,0.710154093004246,13.7518813803044,16.3785305365695,14.5818433815599,0.791632142992258,13.0781429182668,16.1152408602028,0.0295090550321963,0.0672461764861187,-0.105667777322337,0.157741471937476,0.660791020497243
"Tapirus terrestris","Mammalia","Perissodactyla",14.5209445323541,0.483687505164148,13.5753105329146,15.4759433135894,14.3161915342458,0.464697582034259,13.3648403653585,15.2676904893477,0.013605732731589,0.0456300402328096,-0.0752017544157397,0.102104664088509,0.765569677036414
"Chaetophractus villosus","Mammalia","Cingulata",8.90025601899651,0.640319128707538,7.63954339078818,10.1798012603505,8.93085671838048,0.537740433493302,7.82310145376439,10.0232401563296,-0.00382603592054828,0.0881805816901931,-0.180412453880006,0.161851877529814,0.96539172946574
"Tolypeutes matacus","Mammalia","Cingulata",13.3477937810261,0.667978479917868,12.0735994553532,14.693554712512,12.4490838334604,0.732418534428855,11.1194572705203,13.9535013413501,0.0655882643725963,0.0701396195359077,-0.0714866866388035,0.202322381706677,0.349731578664817
"Lama guanicoe","Mammalia","Artiodactyla",15.1991407383097,0.283778718005359,14.6335946078143,15.8108554691885,10.6586162467698,0.370011147692496,9.9782797341898,11.426089073317,0.298488113756026,0.0276986184382289,0.247345305811492,0.350819231697592,4.45533480031404e-27
"Mustela erminea","Mammalia","Carnivora",4.42099924039426,0.365012844717183,3.76415252133315,5.11213987232096,4.58952065006872,0.353019388486309,3.91698886055204,5.35830496456066,-0.0347286660414437,0.103509038621647,-0.237758346701385,0.183146159869668,0.737237863238161
"Diceros bicornis","Mammalia","Perissodactyla",22.51218782322,1.01909152216139,20.509934817281,24.605752218015,22.67626409745,1.06894010642803,20.6105664860588,24.8059950627175,-0.00682875652401759,0.0625778470760817,-0.129479788646108,0.117149771305169,0.913103993051524
"Dama mesopotamica","Mammalia","Artiodactyla",9.49690761751132,0.299266826188276,8.92849416450031,10.0854928455259,7.60876743454125,0.348462988947211,6.98887379283108,8.34241052152269,0.198044006041421,0.0440837811976257,0.115947578267025,0.278966584482381,7.04097786210913e-06
"Elaphodus cephalophus","Mammalia","Artiodactyla",9.78406895376301,0.657734702614141,8.54979679184133,11.1647664739103,10.0997898993921,0.623865096637184,8.83458907797472,11.2876739835533,-0.0298998112828759,0.0880194584940875,-0.186575606993569,0.137380242830206,0.734085873858517
"Elaphurus davidianus","Mammalia","Artiodactyla",10.5274166799442,0.18717993192217,10.1583936584618,10.9014435918512,6.98100040609541,0.203135018738183,6.61060088077507,7.43041514567576,0.33666734143212,0.022564058322686,0.28924164787776,0.379758642185517,2.42400008981951e-50
"Vicugna pacos","Mammalia","Artiodactyla",12.6672044397629,0.213873267960472,12.2551903380597,13.1161632652701,11.3128664677607,0.219390561655593,10.8506606143937,11.7284760556712,0.106676471507434,0.0224214635669203,0.0631809902061936,0.152377349101324,1.95730166633408e-06
"Vicugna vicugna","Mammalia","Artiodactyla",11.3516585568803,0.434092800884335,10.5016664187469,12.1886079046753,8.26259486702606,0.342373980714803,7.60998790313006,8.98268132657535,0.271094526550737,0.0403581393997959,0.191609760044484,0.350677336823204,1.85223417098326e-11
"Muntiacus muntjak","Mammalia","Artiodactyla",10.6286984096363,0.670533455768662,9.5096589881747,12.243756569621,10.0696556514908,0.7196479145501,8.87312187275971,11.835649604092,0.0505625659021631,0.0855019346340819,-0.119794051901621,0.213769448456497,0.55427812433406
"Muntiacus reevesi","Mammalia","Artiodactyla",7.47036017054511,0.151240268973763,7.2002199935541,7.76361425612677,6.55571043811827,0.155079181994886,6.27820093781479,6.88205729918908,0.122031280538094,0.0287935456220727,0.0653200352849252,0.17539853379098,2.25372138928709e-05
"Cercopithecus mona","Mammalia","Primates",10.9405150814699,1.12190611899565,8.74593820630347,13.1144273298299,10.0520031969039,0.941711154137569,8.23206526150098,12.0541178413667,0.0740014631729466,0.129196891125487,-0.156338733033574,0.304657910146539,0.566793306699671
"Choloepus didactylus","Mammalia","Pilosa",14.6040631211924,0.653341864771535,13.3432393508539,15.9235284452848,16.7481850679908,0.813203360882697,15.1484261609755,18.5385731504095,-0.126207368396018,0.0540429639085972,-0.230086135205072,-0.0102945420087637,0.0195269478259028
"Myrmecophaga tridactyla","Mammalia","Pilosa",12.9774439198678,0.538366663281268,11.9903955520758,14.1389362147301,13.5373891700016,0.54714549517819,12.4819795492271,14.6614959732952,-0.0402585633024794,0.0549741138564478,-0.14626418112945,0.0798981877512034,0.463974160179418
"Tragulus javanicus","Mammalia","Artiodactyla",5.56004385084097,0.311919658520409,4.97020003831495,6.2158998292871,4.39218653021408,0.239489863854867,3.97811590964012,4.88463167567069,0.207661015433858,0.0604900405412965,0.0823264776398813,0.321354404069532,0.000596989188569859
"Tragulus napu","Mammalia","Artiodactyla",5.79070623404746,0.295914794964666,5.21314480566253,6.36491040560867,4.74900169869656,0.31227704018533,4.13898633681005,5.33303739305496,0.178076702539089,0.0646592286051856,0.0380686822754476,0.300077853557739,0.00588573397749102
"Alces alces","Mammalia","Artiodactyla",4.89059495839124,0.1501578424257,4.59450831709938,5.1674821840417,3.98653298709529,0.145111799709522,3.73664942320864,4.29068448824551,0.184025216990034,0.0402484195109947,0.10304085215165,0.257900907713969,4.82550186093628e-06
"Tamandua tetradactyla","Mammalia","Pilosa",6.53548767734837,0.422993181303389,5.67981379842142,7.32923431045715,7.27394143668092,0.443367234436879,6.32269216091262,8.08425005700248,-0.0984070906506508,0.0800265797804599,-0.250014757510355,0.064430253790127,0.218816930892986
"Tupaia belangeri","Mammalia","Scandentia",4.22373950354119,0.145633066889586,3.95283165021771,4.5099954324418,3.61008807005713,0.128581903370356,3.36882269876938,3.86347102747957,0.144250858599849,0.0427205404531869,0.062431969657733,0.230492518894625,0.000733834326778624
"Tupaia glis","Mammalia","Scandentia",3.82929243216792,0.190647898624039,3.45706480299578,4.21930657774037,2.95447685109999,0.184342008286326,2.5724776847409,3.30224119023861,0.226525981298085,0.0620977803907027,0.0951478163080297,0.34593310618969,0.000264400976896418
"Setifer setosus","Mammalia","Afrosoricida",4.3712559266369,0.293745901848143,3.81569040809159,4.97365520540747,4.87438343218904,0.315318272690321,4.26248570817984,5.50720461764305,-0.0998568479707395,0.0832964335903679,-0.249910875258599,0.0655060676044426,0.230600664038226
"Capreolus capreolus","Mammalia","Artiodactyla",3.94173457111806,0.168672724645004,3.62755896776284,4.25524893879273,2.85244897300132,0.171693277400438,2.53476194111326,3.22104166804492,0.274975644748678,0.054461263781397,0.158276402211368,0.368305995234868,4.44097840302689e-07
"Monodelphis domestica","Mammalia","Didelphimorphia",2.90299345410374,0.0834611669915913,2.74256641824426,3.06700089682541,2.81726452317645,0.0728086453995288,2.67172544753691,2.95031763804809,0.0288928182376936,0.0377793303133554,-0.0460039616833742,0.10131312423451,0.444403473431338
"Myrmecobius fasciatus","Mammalia","Dasyuromorphia",4.69552866467467,0.315900869595227,4.02028673829022,5.29027855421296,4.87608843372009,0.309670612344242,4.30145824358368,5.47752746617307,-0.0352103368115858,0.0845735267508736,-0.199275812005619,0.119601398577012,0.67716992355417
"Dasyuroides byrnei","Mammalia","Dasyuromorphia",3.8344516162764,0.0909659328320876,3.67517028525209,4.02676000188216,3.76097210835714,0.0897673348594161,3.58654201262715,3.94483400007338,0.0187954278589336,0.0333260515470394,-0.0441337601724643,0.0883462497368851,0.572763632427455
"Rucervus duvaucelii","Mammalia","Artiodactyla",8.44686552273661,0.22536614861484,8.01087966974905,8.92366855737856,5.6326595740038,0.191885541382078,5.24983095647334,6.02361488845628,0.332717188863458,0.0282318097498116,0.281270555897541,0.392027642634543,4.65379922058286e-32
"Rucervus eldii","Mammalia","Artiodactyla",9.35192443922492,0.213789662116029,8.92828848681315,9.78186002959507,6.61863554741297,0.201383218206965,6.21943768683332,7.02105857959287,0.291867814023574,0.0278636030357008,0.237256518583322,0.344335572208405,1.12684016520671e-25
"Cheirogaleus medius","Mammalia","Primates",12.2857875273742,0.631663951375115,11.05649850675,13.5203345409327,11.6733829482114,0.532597366242039,10.6031018842197,12.7450633014598,0.0478547224100353,0.0652927030089523,-0.0810712994012288,0.179554278286276,0.463603538495655
"Microcebus murinus","Mammalia","Primates",8.11367312894643,0.200232755667651,7.73548107981761,8.51547900668191,7.15433919821144,0.184048016050491,6.80316323615795,7.50824816616798,0.1176990398244,0.0314359520048796,0.0615211279174171,0.180200228956406,0.000181048608802491
"Rhynchocyon petersi","Mammalia","Macroscelidea",2.40845971103572,0.245071042316251,1.96157252364942,2.89685887382592,2.93132527210703,0.256627487813326,2.45935738170001,3.41969454504552,-0.171865196477248,0.115736947970521,-0.373054785865609,0.0759069347674733,0.137553371576389
"Dasyurus geoffroii","Mammalia","Dasyuromorphia",4.29788744974925,0.206317095684425,3.93232742663396,4.74081381119516,4.35539385607546,0.199252613431492,3.97121555404115,4.72220694860405,-0.0127960380871761,0.0633700128660932,-0.139537164710455,0.1155797716584,0.839974762336876
"Dasyurus hallucatus","Mammalia","Dasyuromorphia",2.28396672073564,0.0984902143318389,2.07927543422503,2.49408305672286,1.84269875615898,0.0633273620253488,1.72203752804509,1.96461584536245,0.191574296546178,0.0466959811138396,0.0974077953142879,0.286607607444228,4.08557230815243e-05
"Dasyurus maculatus","Mammalia","Dasyuromorphia",4.32893696695663,0.124519749116366,4.09255583414459,4.57756429893286,3.88616629089382,0.122401335912438,3.63282192795324,4.14025684962731,0.101600884810777,0.0367337628948453,0.0290725923479798,0.172031478654307,0.00567708201250978
"Dasyurus viverrinus","Mammalia","Dasyuromorphia",3.62680114196669,0.0686423612910776,3.47858353780191,3.7543638526618,3.52225177276683,0.0774994686365412,3.36240266094151,3.67475629322304,0.0285395407860549,0.0281820906343472,-0.0266666840787619,0.0806530349579456,0.311211317399044
"Sarcophilus harrisii","Mammalia","Dasyuromorphia",5.99994250691529,0.0679096787056292,5.85295716008183,6.13775481143416,5.7154441615665,0.0646143677565215,5.58179595767542,5.84477293242517,0.0472887969092983,0.015617440604483,0.0168141754851764,0.0775453637839392,0.00246220510929964
"Rusa timorensis","Mammalia","Artiodactyla",11.6758101576899,0.405197555384535,10.8897554375405,12.6178188179025,10.0615991683839,0.362977232843501,9.42016522080029,10.787337424272,0.137309351715306,0.0413601426681431,0.0506859678559611,0.21397339346102,0.000900667467714554
"Hydropotes inermis","Mammalia","Artiodactyla",3.62914278268373,0.240028452053678,3.16858449224364,4.15159326407168,3.63785907474505,0.23603513352169,3.20419457515303,4.13358679627228,-0.00232427495538198,0.0848529128581956,-0.166993937729479,0.163719566858967,0.978147229641393
"Antilocapra americana","Mammalia","Artiodactyla",3.76348265626383,0.167082829804993,3.44698343420455,4.10744015005901,3.24996411448615,0.145884275131768,2.95224444859476,3.53906286244685,0.134788933686149,0.0540269132839701,0.0299851341395428,0.242602337194566,0.0126011114858108
"Sminthopsis crassicaudata","Mammalia","Dasyuromorphia",1.72756279232594,0.0568189825282948,1.61477088529503,1.84540648800249,2.08865442862824,0.0655988963297536,1.96471219119196,2.22262384892676,-0.172100825486642,0.0369932229240291,-0.240543454630829,-0.0944909756465065,3.28371249480597e-06
"Macrotis lagotis","Mammalia","Peramelemorphia",4.87370922431861,0.153506459824838,4.57727281807161,5.17081918374304,4.18116261595996,0.109637165427457,3.96660280776351,4.39416541211694,0.141262836330873,0.0348939899622135,0.0656645491521492,0.210992647191041,5.15815400256214e-05
"Giraffa camelopardalis","Mammalia","Artiodactyla",13.336471972607,0.183231119693088,12.9903805884827,13.6694979300146,10.048587403871,0.17339448174182,9.69931763912107,10.3834039343493,0.246382958208573,0.0170046908355829,0.213610712494788,0.27673913079251,1.41955555997916e-47
"Rusa alfredi","Mammalia","Artiodactyla",9.02357471473396,0.514900700301119,8.10301396933549,10.1411611337005,7.0645139916089,0.447248381634943,6.18944226999203,7.97134589528105,0.214513383511711,0.0676573418523935,0.0735930920980224,0.337179368853869,0.00152132081807118
"Perameles gunnii","Mammalia","Peramelemorphia",2.82064091389859,0.100863953776741,2.61533277638997,3.01355984407996,1.97493218799473,0.0853722151064589,1.8161961476327,2.14520394441277,0.29884951051011,0.0408381099923609,0.208898029119155,0.375841431683961,2.51867411470409e-13
"Phascolarctos cinereus","Mammalia","Diprotodontia",6.6423785984305,0.128074785182387,6.39638638569312,6.89327959875433,5.47995255117174,0.1200857013303,5.2429142336766,5.73437808505405,0.174692745653737,0.0241569399095759,0.123955908979788,0.222285769195557,4.77420969373934e-13
"Okapia johnstoni","Mammalia","Artiodactyla",14.4428034996969,0.639835834458953,13.2209762277384,15.6915003439649,13.7976024369829,0.681227378754393,12.5840672115108,15.1674876337813,0.0434333024620008,0.0636971229619059,-0.0887786103940103,0.160173272176473,0.495319714815695
"Aepyceros melampus","Mammalia","Artiodactyla",6.23757535212606,0.116271113012738,6.00488034521549,6.47320369200926,3.25062202874157,0.0932987596218559,3.08444820344182,3.44658213870288,0.478673402527538,0.0181400232459535,0.443591160293697,0.511660123362198,1.89680841676882e-153
"Cercopithecus lhoesti","Mammalia","Primates",13.2561265251952,0.90987640048185,11.5562562997534,15.0662374400261,13.8966765580946,0.986550278937517,12.061022481931,15.8996673354365,-0.0436831540485443,0.0888305265186111,-0.206430281684742,0.143626220271324,0.622890176228481
"Lasiorhinus latifrons","Mammalia","Diprotodontia",13.7731288908105,1.11754682503946,11.6956345841681,16.012697861457,13.5275585434185,1.61051266047645,10.1765633450872,16.5642741726589,0.0194992493910565,0.126551750396674,-0.216682135605193,0.258283149922664,0.877545687631858
"Hippotragus niger","Mammalia","Artiodactyla",7.61416710592865,0.167294247597571,7.28078589794034,7.94374940425318,5.38079965523222,0.161769481293108,5.08998044401006,5.72029515130172,0.293041356947107,0.0245039325316097,0.242259442740483,0.340002084816131,5.82928398637344e-33
"Alcelaphus buselaphus","Mammalia","Artiodactyla",4.87622236771752,0.33437136152874,4.21856923960506,5.52127250872462,4.27543878284963,0.359968400914906,3.60527304461311,4.96773027540835,0.119702659099401,0.0933513066980643,-0.0670618053825751,0.293432429311598,0.199743894525586
"Connochaetes gnou","Mammalia","Artiodactyla",8.55835347505542,0.336377381582253,7.88011111255018,9.1951962308268,4.86600230754643,0.250833732440983,4.40078111375769,5.35553213776706,0.430513425530589,0.0374787683514661,0.359878196636246,0.501823674767322,1.53590902208166e-30
"Connochaetes taurinus","Mammalia","Artiodactyla",9.91362672929331,0.215007093813877,9.50259904477767,10.3465740535188,6.40965954911229,0.213284381602062,6.04304165785174,6.82805567242265,0.353132277115968,0.0259642480912369,0.304549555835144,0.405530420699391,3.96550585556705e-42
"Tupaia minor","Mammalia","Scandentia",3.11479842154448,0.40259976654668,2.3860195239899,3.98766468798402,3.1023878277663,0.397533632792515,2.39182391808352,3.93698344154524,0.00296152623073109,0.158160355557915,-0.295764082258246,0.303195553843729,0.985060617929103
"Odocoileus hemionus","Mammalia","Artiodactyla",7.45333837550906,0.381589575229428,6.71134178534399,8.16329374543012,5.75048715256291,0.521496112557726,4.8382502246964,6.95785184465859,0.226502021121175,0.0801441810304213,0.0507940073013994,0.365195145866538,0.00471065287514751
"Damaliscus pygargus","Mammalia","Artiodactyla",6.90862501929528,0.159580793978906,6.60288408514851,7.21432206724143,5.17782843841614,0.158889129387905,4.84805709598954,5.50550963170584,0.250103133138277,0.0294324431293164,0.190711661773961,0.308766261081868,1.93663793859347e-17
"Phacochoerus africanus","Mammalia","Artiodactyla",8.26828619485483,0.248285461883702,7.77685391064118,8.7551218677484,7.46456936950801,0.254438185114471,6.97919532633329,7.93387124582018,0.0964053996047044,0.0406674303997864,0.0091798237033564,0.176902753047459,0.0177601970744997
"Potamochoerus porcus","Mammalia","Artiodactyla",7.95665470198356,0.252540450786885,7.49338980889216,8.4711569897773,7.81144757088352,0.253950284818261,7.31577859187784,8.35492211955206,0.0177902858004745,0.045169841213005,-0.0734809441627028,0.106832108750385,0.693689435860695
"Thylogale stigmatica","Mammalia","Diprotodontia",5.16536418066508,0.604311068397856,4.07296735935227,6.46810159168389,4.09536670662488,0.543702850194737,3.09474884464185,5.20733223931138,0.197765267838997,0.137505667876088,-0.0970685793608521,0.45055473762045,0.15036779272423
"Thylogale thetis","Mammalia","Diprotodontia",3.92002562979396,0.334775536943514,3.33613605847622,4.64703455377545,4.19971653830647,0.455031538115844,3.41487241551436,5.15675340410522,-0.0597236026422967,0.120825202882256,-0.29456153423682,0.176798000734369,0.621096050013344
"Antidorcas marsupialis","Mammalia","Artiodactyla",4.88064994983575,0.115805177395015,4.67133424159685,5.10790771319113,3.50989344182901,0.116857895829139,3.28950683650519,3.75025588437651,0.280415319215068,0.0302740988772252,0.221575263262944,0.336647688311966,1.99609280451468e-20
"Damaliscus lunatus","Mammalia","Artiodactyla",4.12676321726028,0.520775872881574,3.11792645029998,5.18297652724041,6.07455165773882,0.768629523501064,4.6904963495523,7.71143918003048,-0.309653091776256,0.125883786841049,-0.520108798612345,-0.0339858388041169,0.013900168289545
"Mustela nivalis","Mammalia","Carnivora",3.35692957959321,0.416875868179738,2.58362751918001,4.23069491278012,4.30472125428521,0.53713448182873,3.38259660790104,5.41897779284879,-0.209566625241147,0.133342809777858,-0.433152075628405,0.0767662226712261,0.116034531261564
"Oryx beisa","Mammalia","Artiodactyla",9.65781019675377,0.251253595810085,9.16288646114124,10.1716445088576,8.22921799807042,0.284064561668423,7.7134493087445,8.79035101822862,0.147312199624049,0.0376626047588578,0.0684090735342763,0.215042042158037,9.17758948586852e-05
"Sus barbatus","Mammalia","Artiodactyla",5.90117453503547,0.490674127018769,4.98748115335345,6.91237870938566,6.08969715085234,0.54325714238887,5.14474133465189,7.20921396406573,-0.0279664611170843,0.108385173614005,-0.257548820204525,0.168765893871475,0.796384930851983
"Sus cebifrons","Mammalia","Artiodactyla",11.2760530015878,0.556814496241104,10.2103565539911,12.3158053651922,10.975260095429,0.498447198825299,10.1193053326285,12.0252556571486,0.0255042088175492,0.0651183843438197,-0.106224136934164,0.143890913513515,0.695310102428962
"Sus scrofa","Mammalia","Artiodactyla",6.60614387764223,0.158060806691465,6.29009519793633,6.91221578899369,5.75245865914845,0.186187414188763,5.39275022852761,6.12403257522163,0.128716853635485,0.0353848345128692,0.0504334999830649,0.194180752078093,0.000275160792438814
"Gymnobelideus leadbeateri","Mammalia","Diprotodontia",5.56577919058896,0.441483500333551,4.7158655621939,6.4558937084927,5.92601820894105,0.403337312104475,5.13059023104946,6.7406153800814,-0.0581796068305047,0.0945700004445988,-0.236570919411277,0.12352953396657,0.538421652409604
"Petaurus breviceps","Mammalia","Diprotodontia",6.57351954164737,0.142169978310858,6.29249039604306,6.83936261402098,7.33902033362618,0.144927752223264,7.07278319294937,7.62687710059683,-0.103952648266582,0.0263371318701701,-0.153681767997737,-0.0553437114899229,7.91366977432872e-05
"Didelphis marsupialis","Mammalia","Didelphimorphia",1.82067512956944,0.165378297850712,1.49647580725326,2.14534615264955,1.4719341938803,0.178463797067722,1.1459262601657,1.84268445643781,0.185045425340736,0.126103951004291,-0.0932517246362572,0.407712966110579,0.142266223187982
"Cercopithecus neglectus","Mammalia","Primates",15.6912724177176,0.536667686611119,14.6074949011739,16.7087183110205,14.5236934585922,0.467848535789977,13.6652075159332,15.4332008843461,0.073349084909268,0.0435193794920901,-0.00839040177400201,0.156777817989472,0.0919046777500511
"Acrobates pygmaeus","Mammalia","Diprotodontia",3.95250153345781,0.109532907879628,3.73114585045701,4.16455076986914,4.31871774046008,0.113175853842493,4.10614222894366,4.54807135802105,-0.0841727667293304,0.034967375869519,-0.149969946615406,-0.0126234491141417,0.0160762454603334
"Aepyprymnus rufescens","Mammalia","Diprotodontia",7.8360364331932,0.403451125548761,7.04723962348698,8.6422965508736,6.90744045789921,0.670796967628487,5.84470872448497,8.78726407447613,0.117663460965156,0.0916622538889828,-0.107617444367439,0.257572113522869,0.199259830381762
"Antilope cervicapra","Mammalia","Artiodactyla",5.9992738405041,0.0739903029941168,5.85844232434071,6.16120037109569,4.02795959634261,0.0691270525855283,3.90050575878552,4.17601569078822,0.328482396366434,0.01454945239974,0.29892561711323,0.354843165220007,7.3001410844075e-113
"Bettongia penicillata","Mammalia","Diprotodontia",7.1470280332291,0.191718216957811,6.75303196053844,7.51938628717445,6.66999659196203,0.203373792803398,6.26077141607189,7.06123520856807,0.0661131089545391,0.0373695822200477,-0.00743807167939701,0.142525159374688,0.0768656644689587
"Potorous tridactylus","Mammalia","Diprotodontia",6.85934821612953,0.234438199755401,6.36897030391766,7.33258233586168,6.2449266594431,0.246363055709849,5.76914434733145,6.75328986821328,0.0885389151859951,0.047216755265138,-0.0054710954040648,0.184510903718736,0.060770877223105
"Dendrolagus goodfellowi","Mammalia","Diprotodontia",12.6843103191097,0.792990351597951,11.0080374526318,14.1875058248261,11.7239874089871,0.610245596964224,10.4773387679863,12.915392286769,0.072471578022521,0.076781105307488,-0.0779802342144231,0.212473710374328,0.345234778435503
"Dendrolagus matschiei","Mammalia","Diprotodontia",10.7501000943338,0.630057324012611,9.53540507935746,12.0124567233254,10.1576695676321,0.616875954065219,8.93479090764692,11.4376776189675,0.0529708423562652,0.0768497122247972,-0.0970689850544471,0.203187674791695,0.490648123488289
"Spilogale putorius","Mammalia","Carnivora",5.12412879517819,0.689299105877673,3.7890828048054,6.48386418908894,3.99252855289957,0.596880276725467,2.8950562027319,5.18747398113874,0.208661510539438,0.156959829396127,-0.136641888520056,0.477843902483929,0.183717900554078
"Eudorcas thomsonii","Mammalia","Artiodactyla",5.48998545586381,0.132240489383745,5.23078065859012,5.74788011567326,3.62168271285986,0.118584499786903,3.39988321624942,3.86152907954684,0.339927255048934,0.0268579508514567,0.286688973196778,0.387879327046994,1.0300902450771e-36
"Equus kiang","Mammalia","Perissodactyla",16.4137827724578,0.929249978888761,14.5338126340819,18.3120212298673,9.2048863082776,0.765645094495715,7.64039516087365,10.6307907238883,0.437485143674405,0.0557459937028644,0.322632591613474,0.545323858195354,4.23293710465852e-15
"Gazella bennettii","Mammalia","Artiodactyla",7.32855500737679,0.430036825582276,6.49100655786683,8.162703138873,4.31719562174865,0.38021299969107,3.64312576466418,5.18675671120984,0.409044770274229,0.0610960601145898,0.275577377756175,0.511640402115939,2.15511215081915e-11
"Gazella dorcas","Mammalia","Artiodactyla",5.68548285100056,0.144829917263773,5.41867446693323,5.98520123396898,3.56010262085937,0.109072879655056,3.35870914372149,3.76549858056871,0.373443666212514,0.0243956104412936,0.324065273169969,0.419348545481207,6.77962661194525e-53
"Gazella arabica","Mammalia","Artiodactyla",3.29402780221117,0.332570168596781,2.71237405580745,3.96861894434592,4.61505583900137,0.336236164850867,3.98011237184752,5.25865240140662,-0.282568162731829,0.088850035189363,-0.436826494750051,-0.0982328241954576,0.00147131823584612
"Gazella gazella","Mammalia","Artiodactyla",8.6616457831785,0.146125427313185,8.36201163694585,8.95126044905663,8.11201667704043,0.217342596557849,7.74552683321309,8.54287037668345,0.0631725616518203,0.0310982642776782,0.00220277497570377,0.119280067306865,0.0422159089789833
"Gazella leptoceros","Mammalia","Artiodactyla",3.72869221825006,0.152084777301693,3.41012539872523,4.03977712391747,2.94659512991989,0.135020458367035,2.68510517697483,3.21219355616266,0.208519226989305,0.0471202640176612,0.115639603639203,0.300657527856955,9.6328019413598e-06
"Capra pyrenaica","Mammalia","Artiodactyla",8.07956389198625,0.976082866967143,6.48017153556301,10.1361203315217,6.06987378628715,0.814975008159414,4.58175309664283,7.65417161115246,0.239199812763551,0.130938191676816,-0.0537805017468404,0.475403154268678,0.0677276355698437
"Tenrec ecaudatus","Mammalia","Afrosoricida",3.58384427332635,0.264748481733644,3.06819723100105,4.14225862792967,2.76666838678687,0.294664136995812,2.23417585380325,3.43744146715411,0.223897467717894,0.0997691911652854,0.0253425792079942,0.410847308385212,0.0248224698698354
"Orycteropus afer","Mammalia","Tubulidentata",11.3195451270373,1.01623450969796,9.34927054055247,13.3070014888673,11.0266476120398,1.10493149419965,8.85509719385201,13.2897072405814,0.024328815815944,0.121067830307861,-0.208904028502695,0.251098353934505,0.840736150869723
"Phyllostomus hastatus","Mammalia","Chiroptera",10.774942810576,0.655676506451233,9.47652368586913,12.045483012496,6.39675418525921,0.516847560346291,5.342420390983,7.47515713913534,0.404042545402679,0.0611762492568854,0.268555701082918,0.525679873410061,3.98684906138337e-11
"Antrozous pallidus","Mammalia","Chiroptera",5.47377438868335,0.638400243823814,4.06823104905005,6.72548281107709,3.3792449860351,0.419035497550407,2.5993936663969,4.15565191664584,0.373098017323514,0.114507314752404,0.091141436619893,0.557697852691435,0.00112085873087887
"Chlorocebus aethiops","Mammalia","Primates",18.1580277089418,0.643149403874976,16.8940787559361,19.5765785506446,15.4951627158337,0.700834058080017,14.0447295089757,16.9284220501027,0.145583256385541,0.0490765232210609,0.0403734070318831,0.24484418343366,0.00301255267430047
"Chlorocebus sabaeus","Mammalia","Primates",12.9292047667618,1.02781083174371,11.0124569475804,15.0471541192326,8.58934862986555,0.79110101563191,7.00413383020746,10.1896344270414,0.331569672589141,0.0803884464630847,0.157754226581944,0.47127787780227,3.71389922763908e-05
"Erythrocebus patas","Mammalia","Primates",12.9949955525644,0.375468881276111,12.2215889814686,13.7307439939159,10.6969866053198,0.397693429076618,9.91527464659877,11.4386565137123,0.176171252768037,0.0383554787580173,0.10006431725658,0.24797126039341,4.36671276639558e-06
"Lophocebus aterrimus","Mammalia","Primates",18.5858062192268,1.42544155149999,15.7651133799286,21.4368101318826,19.9889348237745,1.75781745044686,16.9904821359456,23.7187684329061,-0.0650264467395616,0.108479466273293,-0.270314930110032,0.143853004215581,0.548882487440229
"Cercopithecus petaurista","Mammalia","Primates",13.4428377881034,1.1097718990194,11.3271977540519,15.5287941748114,14.0137569254643,1.19311496931764,11.6394237334679,16.3707412228207,-0.0380068372304905,0.10536400720053,-0.234708771478078,0.18081425642809,0.718309250693695
