"species","Class","Order","exFemale","exFemaleSD","exFemaleLower","exFemaleUpper","exMale","exMaleSD","exMaleLower","exMaleUpper","exDiff","exDiffSD","exDiffLower","exDiffUpper","zeroOverlap"
"Tragelaphus eurycerus","Mammalia","Artiodactyla",9.04936451173071,0.187556886293793,8.68000902539389,9.39975626970982,7.02472309625025,0.172613075438387,6.65419706040247,7.3721255825754,0.223409370763744,0.0246500210034345,0.176678848712508,0.273387119742625,1.26617194888549e-19
"Suricata suricatta","Mammalia","Carnivora",7.65211639729113,0.0730312037297416,7.50872788362938,7.79464699117341,8.17930049477985,0.0648742853806243,8.05281843963606,8.30817403425104,-0.0643911191194714,0.0118951626583043,-0.0870649419982321,-0.0385020590798881,6.19017448411086e-08
"Callithrix jacchus","Mammalia","Primates",6.19411569612458,0.115125924541271,5.98036104830069,6.45029063073185,6.66563879289996,0.122817417344894,6.41794022839507,6.90282794250694,-0.0704327292110396,0.023995481504389,-0.117309237332833,-0.0205052600541805,0.00333279403643982
"Tragelaphus spekii","Mammalia","Artiodactyla",6.16022566935796,0.120743615545398,5.94062156452768,6.41229362750034,3.82786457696286,0.100010177729128,3.63527763647194,4.03198028303055,0.378387343198276,0.0200150562813359,0.337236051081886,0.414536433380968,1.03474190895764e-79
"Tragelaphus strepsiceros","Mammalia","Artiodactyla",6.89182025464644,0.135665127529062,6.63770778716533,7.17405749188241,4.33317008340904,0.112411224612963,4.12904892367573,4.55664416598653,0.371020442609698,0.0203366388818624,0.33092309947183,0.40808578821161,2.31173023637931e-74
"Chrotogale owstoni","Mammalia","Carnivora",5.8827745112766,0.71399821396529,4.52083448630378,7.41563710212216,7.56672012413311,0.871727920054196,6.02163274666772,9.45198873389419,-0.213239075478014,0.125243561520272,-0.446320473828289,0.0459159908774005,0.0886438657178448
"Genetta genetta","Mammalia","Carnivora",11.6067631213046,0.746079246979018,10.2229931122199,13.0620542579879,11.7963017166341,0.699524297561387,10.4678125373455,13.1386492273517,-0.0153113273262429,0.0842493183792418,-0.174095671490459,0.154895260654032,0.85578811273802
"Genetta tigrina","Mammalia","Carnivora",13.3015028745191,1.24091460475128,10.8751712291739,15.8355216959607,15.5331545921898,1.35195834241614,13.0927622992739,18.4206268103818,-0.138256855341713,0.106022359620625,-0.331825664866486,0.093433426023633,0.192221688986216
"Cryptoprocta ferox","Mammalia","Carnivora",15.672592419633,0.828542385007909,13.9723301509145,17.2905488588245,14.8299294226647,0.650265680296078,13.511907845512,16.0939103523612,0.0517108182374165,0.0647220594971824,-0.0848281613369348,0.175039593302229,0.424309291595806
"Crossarchus obscurus","Mammalia","Carnivora",5.91325749446406,0.39310145946161,5.13605864787972,6.67425761520784,6.27063036818589,0.469342134207529,5.34705973905769,7.17574324739071,-0.0536134929754879,0.0946030989836011,-0.217270079754658,0.13717104486999,0.570904252942316
"Cynictis penicillata","Mammalia","Carnivora",9.09529461742072,0.279471505318536,8.58322840420007,9.67511656128137,8.87784098030182,0.322850050537807,8.2639337930763,9.54764241572453,0.0234391646336516,0.045542761500228,-0.0654748493466728,0.110706140160148,0.606788680698486
"Helogale parvula","Mammalia","Carnivora",8.90008628376036,0.242537959126933,8.41989014597794,9.37655784139285,8.9887695153168,0.205909429576908,8.57527283412352,9.39024825751384,-0.00975501546166061,0.0340065137157944,-0.0748757446703544,0.057682237101745,0.774221614696357
"Eulemur macaco","Mammalia","Primates",13.5894569666133,0.507428821925916,12.6438105412766,14.6288212360933,14.4588289711047,0.580965866508466,13.2725515124325,15.6856664523258,-0.0587683703308046,0.0508151213693373,-0.15614487192772,0.0365043658788193,0.247471209313014
